"","country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","id","mob_all_except_residential_change_from_baseline","mob_transit_work_change_from_baseline","mob_transit_work_grocert_pharmacy_retail_change_from_baseline","retail_and_recreation_percent_change_from_baseline_7dma","grocery_and_pharmacy_percent_change_from_baseline_7dma","parks_percent_change_from_baseline_7dma","transit_stations_percent_change_from_baseline_7dma","workplaces_percent_change_from_baseline_7dma","residential_percent_change_from_baseline_7dma","mob_all_except_residential_change_from_baseline_7dma","mob_transit_work_change_from_baseline_7dma","mob_transit_work_grocert_pharmacy_retail_change_from_baseline_7dma","level"
"1344621","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-09-05,-10,-12,155,-2,-24,-2,"Italy_Lombardy_NA_NA",21.4,-13,-12,-13.5714285714286,-17.1428571428571,96.2,-11.2857142857143,-23.5714285714286,-1.71428571428571,-0.178571428571429,-17.4285714285714,-11.3571428571429,"Sub-national"
"1344873","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-09-05,-9,-19,NA,12,-22,-1,"Italy_Lombardy_NA_NA",-9.5,-5,-9.5,-12,-19.4285714285714,101,-9.33333333333333,-23.4285714285714,-1.57142857142857,-3.07380952380952,-17.3571428571429,-14.2857142857143,"Sub-national"
"1345125","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-09-05,-16,-18,NA,-20,-21,-2,"Italy_Lombardy_NA_NA",-18.75,-20.5,-18.75,-10.4285714285714,-18.8571428571429,123.666666666667,-9.16666666666667,-23.5714285714286,-1.71428571428571,-4.21666666666667,-17.3571428571429,-18.1428571428571,"Sub-national"
"1345377","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-09-05,3,-16,129,9,-24,-2,"Italy_Lombardy_NA_NA",20.2,-7.5,-7,-11,-19.2857142857143,119,-9.66666666666667,-23.4285714285714,-1.57142857142857,-4.87380952380952,-17.5,-11.75,"Sub-national"
"1345629","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-09-05,-8,-34,NA,NA,-23,-1,"Italy_Lombardy_NA_NA",-21.6666666666667,-23,-21.6666666666667,-11.2857142857143,-20.1428571428571,77.6666666666667,-13.6666666666667,-22.1428571428571,-1.42857142857143,-9.07380952380952,-18.5714285714286,-22.1190476190476,"Sub-national"
"1345881","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-09-05,-17,-16,NA,-31,-24,-2,"Italy_Lombardy_NA_NA",-22,-27.5,-22,-10,-17.2857142857143,77.6666666666667,-20.3333333333333,-21.8571428571429,-2,-9.3952380952381,-21.2857142857143,-18.3571428571429,"Sub-national"
"1346133","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-09-05,-20,-20,73,-26,-26,-1,"Italy_Lombardy_NA_NA",-3.8,-26,-23,-9.85714285714286,-16.7142857142857,77.25,-22.3333333333333,-22.4285714285714,-1.85714285714286,-7.00238095238095,-22.4285714285714,-21.7857142857143,"Sub-national"
"1346385","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-09-05,-12,-18,31,-26,-15,-1,"Italy_Lombardy_NA_NA",-8,-20.5,-17.75,-13.1428571428571,-17,56.75,-27.6666666666667,-19.5714285714286,-2,-10.402380952381,-23.2857142857143,-19.8214285714286,"Sub-national"
"1346889","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-09-05,-15,-14,76,-32,-25,-1,"Italy_Lombardy_NA_NA",-2,-28.5,-21.5,-15.8571428571429,-15.1428571428571,49.1666666666667,-27.2857142857143,-14,-2.57142857142857,-6.36428571428571,-20.6428571428571,-22.0357142857143,"Sub-national"
"1343866","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-09-06,-20,-18,47,-23,-4,-3,"Italy_Lombardy_NA_NA",-3.6,-13.5,-16.25,-14.4285714285714,-14,54,-22,-9.85714285714286,-3,-3.13571428571429,-15.9285714285714,-21.8928571428571,"Sub-national"
"1344118","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-09-06,-29,-18,19,-36,-9,-3,"Italy_Lombardy_NA_NA",-14.6,-22.5,-23,-13.8571428571429,-14.4285714285714,65.5,-15.7142857142857,-7.57142857142857,-3.28571428571429,0.578571428571429,-11.6428571428571,-27.2142857142857,"Sub-national"
"1344370","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-09-06,-15,-19,49,-20,1,-4,"Italy_Lombardy_NA_NA",-0.8,-9.5,-13.25,-16.7142857142857,-17.8571428571429,65.5,-13.7142857142857,-4.85714285714286,-3,0.185714285714286,-9.28571428571429,-19.5714285714286,"Sub-national"
"1344622","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-09-06,-10,-12,102,11,3,-4,"Italy_Lombardy_NA_NA",18.8,7,-2,-14,-18.1428571428571,62.5,-6.57142857142857,0.142857142857143,-3.28571428571429,2.58571428571429,-3.21428571428571,-10.8928571428571,"Sub-national"
"1344874","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-09-06,-8,-21,100,18,1,-3,"Italy_Lombardy_NA_NA",18,9.5,-2.5,-12.1428571428571,-22.1428571428571,65.6,-3.83333333333333,0.285714285714286,-3.28571428571429,0.433333333333333,-1.71428571428571,-13.75,"Sub-national"
"1345126","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-09-06,-20,-23,NA,-14,-1,-3,"Italy_Lombardy_NA_NA",-14.5,-7.5,-14.5,-10,-21.5714285714286,77.25,-0.333333333333333,1.28571428571429,-3.42857142857143,0.911904761904762,0.285714285714286,-18,"Sub-national"
"1345378","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-09-06,4,-16,58,18,10,-3,"Italy_Lombardy_NA_NA",14.8,14,4,-11,-21.8571428571429,74.5,2,0.428571428571429,-3.28571428571429,0.569047619047619,0.857142857142857,-11,"Sub-national"
"1345630","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-09-06,-7,-46,NA,NA,-3,-3,"Italy_Lombardy_NA_NA",-18.6666666666667,-3,-18.6666666666667,-11,-22.8571428571429,54,-3.5,-0.714285714285714,-3.14285714285714,-3.1452380952381,-2.07142857142857,-21.8333333333333,"Sub-national"
"1345882","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-09-06,-14,-14,NA,-15,-2,-4,"Italy_Lombardy_NA_NA",-11.25,-8.5,-11.25,-11.1428571428571,-19.4285714285714,38.6666666666667,-7.8,-1.28571428571429,-3.57142857142857,-6.1452380952381,-3.85714285714286,-18,"Sub-national"
"1346134","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-09-06,-22,-21,38,-6,-5,-3,"Italy_Lombardy_NA_NA",-3.2,-5.5,-13.5,-10.4285714285714,-18.1428571428571,39.75,-12.2,-1.85714285714286,-3.42857142857143,-4.8452380952381,-5.71428571428571,-21.4285714285714,"Sub-national"
"1346386","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-09-06,-10,-19,20,-22,-5,-3,"Italy_Lombardy_NA_NA",-7.2,-13.5,-14,-13.2857142857143,-17.2857142857143,30.25,-23.6,-8.14285714285714,-2.14285714285714,-9.21666666666667,-12.9285714285714,-19.5714285714286,"Sub-national"
"1346890","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-09-06,-15,-14,43,-36,-5,-2,"Italy_Lombardy_NA_NA",-5.4,-20.5,-17.5,-15.4285714285714,-11.2857142857143,23.3333333333333,-31,-17.8571428571429,0.714285714285714,-10.4,-22.4285714285714,-21.7857142857143,"Sub-national"
"1343867","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-09-07,-16,-10,20,-39,-34,6,"Italy_Lombardy_NA_NA",-15.8,-36.5,-24.75,-13.1428571428571,-8.14285714285714,33,-33.8333333333333,-20.7142857142857,1.57142857142857,-8.71428571428572,-25.0714285714286,-21.4642857142857,"Sub-national"
"1344119","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-09-07,-22,-9,6,-41,-43,8,"Italy_Lombardy_NA_NA",-21.8,-42,-28.75,-13.2857142857143,-6.57142857142857,35.6,-35.1666666666667,-24.1428571428571,2.85714285714286,-10.4714285714286,-27.3571428571429,-26.6071428571429,"Sub-national"
"1344371","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-09-07,-14,-9,13,-42,-30,5,"Italy_Lombardy_NA_NA",-16.4,-36,-23.75,-13.7142857142857,-7.85714285714286,35.6,-35,-27.7142857142857,4.28571428571429,-12.9,-31.3571428571429,-19.4285714285714,"Sub-national"
"1344623","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-09-07,-6,1,96,-23,-25,3,"Italy_Lombardy_NA_NA",8.6,-24,-13.25,-13,-6.57142857142857,33.75,-34.1428571428571,-30.8571428571429,5.28571428571429,-14.7,-32.5,-10.6785714285714,"Sub-national"
"1344875","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-09-07,-11,-8,NA,-30,-29,6,"Italy_Lombardy_NA_NA",-19.5,-29.5,-19.5,-10.4285714285714,-8,38.3333333333333,-33.8571428571429,-30.8571428571429,5.14285714285714,-15.6214285714286,-32.3571428571429,-13.3571428571429,"Sub-national"
"1345127","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-09-07,-12,-6,NA,-34,-28,4,"Italy_Lombardy_NA_NA",-20,-31,-20,-9,-7.42857142857143,54.5,-32.7142857142857,-28.1428571428571,4.42857142857143,-15.15,-30.4285714285714,-17.75,"Sub-national"
"1345379","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-09-07,-10,-5,NA,-30,-27,5,"Italy_Lombardy_NA_NA",-18,-28.5,-18,-8.57142857142857,-7,51.5,-32.5714285714286,-28.8571428571429,4.71428571428571,-15.2642857142857,-30.7142857142857,-11.0714285714286,"Sub-national"
"1345631","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-09-07,2,-20,NA,-37,-34,5,"Italy_Lombardy_NA_NA",-22.25,-35.5,-22.25,-8.28571428571429,-8.28571428571429,7,-35.5714285714286,-29.4285714285714,5.14285714285714,-19.5285714285714,-32.5,-21.4047619047619,"Sub-national"
"1345883","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-09-07,-12,-5,NA,-33,-24,3,"Italy_Lombardy_NA_NA",-18.5,-28.5,-18.5,-8.57142857142857,-7.57142857142857,7,-36.5714285714286,-28.5714285714286,4.57142857142857,-19.4571428571429,-32.5714285714286,-17.5,"Sub-national"
"1346135","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-09-07,-11,-6,7,-41,-35,7,"Italy_Lombardy_NA_NA",-17.2,-38,-23.25,-8.71428571428571,-7.71428571428571,0.5,-38.5714285714286,-29.1428571428571,4.85714285714286,-19.6285714285714,-33.8571428571429,-21,"Sub-national"
"1346387","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-09-07,-4,-8,NA,-44,-29,6,"Italy_Lombardy_NA_NA",-21.25,-36.5,-21.25,-8.71428571428571,-8.14285714285714,27.3333333333333,-39,-29.8571428571429,4.85714285714286,-17.1142857142857,-34.4285714285714,-19.2142857142857,"Sub-national"
"1346891","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-09-07,-13,-7,-6,-48,-32,6,"Italy_Lombardy_NA_NA",-21.2,-40,-25,-10.5714285714286,-6.85714285714286,42.2,-38.8571428571429,-31.4285714285714,5.28571428571429,-12.6642857142857,-35.1428571428571,-21.4642857142857,"Sub-national"
"1343868","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-09-08,-10,-8,81,-33,-32,5,"Italy_Lombardy_NA_NA",-0.4,-32.5,-20.75,-9,-6.42857142857143,74.4,-35,-29.8571428571429,4.57142857142857,-6.57857142857143,-32.4285714285714,-20.8571428571429,"Sub-national"
"1344120","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-09-08,-17,-8,56,-37,-41,7,"Italy_Lombardy_NA_NA",-9.4,-39,-25.75,-9,-6.85714285714286,74.4,-31.4285714285714,-29.7142857142857,4.28571428571429,-5.75714285714286,-30.5714285714286,-25.8928571428571,"Sub-national"
"1344372","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-09-08,-6,-8,73,-32,-28,4,"Italy_Lombardy_NA_NA",-0.2,-30,-18.5,-7.85714285714286,-6.85714285714286,74.4,-30,-30.4285714285714,4.42857142857143,-5.29285714285714,-30.2142857142857,-18.9285714285714,"Sub-national"
"1344624","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-09-08,0,-3,168,-14,-24,2,"Italy_Lombardy_NA_NA",25.4,-19,-10.25,-6.14285714285714,-7.42857142857143,94.5,-26.1428571428571,-29.2857142857143,4.14285714285714,-4.3,-27.7142857142857,-10.2142857142857,"Sub-national"
"1344876","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-09-08,-4,-11,NA,-19,-28,4,"Italy_Lombardy_NA_NA",-15.5,-23.5,-15.5,-4.14285714285714,-9.14285714285714,99,-26.8571428571429,-29.1428571428571,4,-7.27857142857143,-28,-12.8214285714286,"Sub-national"
"1345128","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-09-08,-5,-3,NA,-27,-28,3,"Italy_Lombardy_NA_NA",-15.75,-27.5,-15.75,-2.57142857142857,-8.28571428571429,120.5,-26.4285714285714,-26.7142857142857,3.28571428571429,-8.29285714285714,-26.5714285714286,-16.9642857142857,"Sub-national"
"1345380","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-09-08,-1,-11,NA,-21,-24,4,"Italy_Lombardy_NA_NA",-14.25,-22.5,-14.25,-2.57142857142857,-8.14285714285714,168,-27,-27.4285714285714,3.57142857142857,-11.1928571428571,-27.2142857142857,-10.7857142857143,"Sub-national"
"1345632","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-09-08,4,-20,NA,-38,-31,4,"Italy_Lombardy_NA_NA",-21.25,-34.5,-21.25,-3,-8.85714285714286,NA,-30.7142857142857,-27.7142857142857,4,-17.5714285714286,-29.2142857142857,-20.4761904761905,"Sub-national"
"1345884","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-09-08,-6,-2,NA,-34,-24,2,"Italy_Lombardy_NA_NA",-16.5,-29,-16.5,-3.85714285714286,-7.57142857142857,NA,-32.6666666666667,-26.8571428571429,3.28571428571429,-16.9761904761905,-29,-16.8214285714286,"Sub-national"
"1346136","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-09-08,-6,-7,NA,-36,-33,6,"Italy_Lombardy_NA_NA",-20.5,-34.5,-20.5,-3.71428571428571,-8.42857142857143,NA,-34.8333333333333,-27.1428571428571,3.57142857142857,-17.6904761904762,-30.0714285714286,-20.4642857142857,"Sub-national"
"1346388","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-09-08,-3,-8,NA,-40,-26,5,"Italy_Lombardy_NA_NA",-19.25,-33,-19.25,-5.28571428571429,-8.28571428571429,68,-36.8333333333333,-28.1428571428571,3.57142857142857,-16.1690476190476,-31.4285714285714,-18.6428571428571,"Sub-national"
"1346892","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-09-08,-4,-9,NA,-40,-30,5,"Italy_Lombardy_NA_NA",-20.75,-35,-20.75,-9,-7.85714285714286,60,-36.3333333333333,-29.5714285714286,4.14285714285714,-12.747619047619,-31.9285714285714,-20.9642857142857,"Sub-national"
"1343869","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-09-09,-12,-10,68,-33,-31,4,"Italy_Lombardy_NA_NA",-3.6,-32,-21.5,-8.71428571428571,-7.71428571428571,80.25,-33.1666666666667,-28.1428571428571,3.57142857142857,-7.21904761904762,-29.8571428571429,-20.2142857142857,"Sub-national"
"1344121","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-09-09,-19,-9,42,-38,-39,7,"Italy_Lombardy_NA_NA",-12.6,-38.5,-26.25,-9,-8.57142857142857,80.25,-29.5,-28.1428571428571,3.42857142857143,-6.71904761904762,-28.2857142857143,-25.1071428571429,"Sub-national"
"1344373","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-09-09,-9,-10,70,-31,-26,3,"Italy_Lombardy_NA_NA",-1.2,-28.5,-19,-8.71428571428571,-9.14285714285714,80.25,-29.7142857142857,-28.7142857142857,4,-7.63571428571429,-29.2142857142857,-18.3214285714286,"Sub-national"
"1344625","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-09-09,-4,-6,141,-17,-23,2,"Italy_Lombardy_NA_NA",18.2,-20,-12.5,-8.14285714285714,-10,80.25,-26.8571428571429,-27.4285714285714,3.85714285714286,-6.67142857142857,-27.1428571428571,-9.82142857142857,"Sub-national"
"1344877","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-09-09,-5,-14,NA,-18,-26,4,"Italy_Lombardy_NA_NA",-15.75,-22,-15.75,-5.85714285714286,-12.1428571428571,84.3333333333333,-27.1428571428571,-27.4285714285714,3.85714285714286,-9.26428571428571,-27.2857142857143,-12.3214285714286,"Sub-national"
"1345129","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-09-09,-8,-6,NA,-31,-26,3,"Italy_Lombardy_NA_NA",-17.75,-28.5,-17.75,-4.42857142857143,-11.7142857142857,105.5,-26.5714285714286,-25.1428571428571,3.14285714285714,-10.0357142857143,-25.8571428571429,-16.3928571428571,"Sub-national"
"1345381","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-09-09,0,-15,NA,-20,-21,4,"Italy_Lombardy_NA_NA",-14,-20.5,-14,-4.14285714285714,-11.5714285714286,141,-27.7142857142857,-26,3.42857142857143,-12.9714285714286,-26.8571428571429,-10.6785714285714,"Sub-national"
"1345633","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-09-09,4,-25,NA,-35,-31,4,"Italy_Lombardy_NA_NA",-21.75,-33,-21.75,-4.28571428571429,-11.8571428571429,NA,-31.4285714285714,-26.2857142857143,3.71428571428571,-18.4642857142857,-28.8571428571429,-19.3452380952381,"Sub-national"
"1345885","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-09-09,-9,-6,NA,-34,-23,2,"Italy_Lombardy_NA_NA",-18,-28.5,-18,-4.71428571428571,-10.4285714285714,NA,-33.6666666666667,-25.4285714285714,3,-17.7380952380952,-28.5714285714286,-16.1071428571429,"Sub-national"
"1346137","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-09-09,-7,-9,NA,-39,-32,5,"Italy_Lombardy_NA_NA",-21.75,-35.5,-21.75,-4.71428571428571,-10.7142857142857,NA,-35,-25.8571428571429,3.14285714285714,-18.202380952381,-29.3571428571429,-19.6071428571429,"Sub-national"
"1346389","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-09-09,-5,-8,NA,-43,-25,4,"Italy_Lombardy_NA_NA",-20.25,-34,-20.25,-6.28571428571429,-9.85714285714286,60,-36.8333333333333,-27.4285714285714,3.14285714285714,-16.8595238095238,-30.9285714285714,-17.9285714285714,"Sub-national"
"1346893","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-09-09,-8,-8,NA,-39,-29,4,"Italy_Lombardy_NA_NA",-21,-34,-21,-9,-7.85714285714286,52,-36.3333333333333,-29.4285714285714,3.42857142857143,-13.4380952380952,-31.7142857142857,-20.5,"Sub-national"
"1343870","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-09-10,-11,-9,60,-31,-32,4,"Italy_Lombardy_NA_NA",-4.6,-31.5,-20.75,-8.42857142857143,-7,72,-32.1666666666667,-28.1428571428571,2.85714285714286,-7.78809523809524,-29.2857142857143,-19.7857142857143,"Sub-national"
"1344122","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-09-10,-17,-8,38,-37,-40,6,"Italy_Lombardy_NA_NA",-12.8,-38.5,-25.5,-8.28571428571429,-7.42857142857143,72,-27.5,-28.2857142857143,2.71428571428571,-6.89523809523809,-27.3571428571429,-24.7142857142857,"Sub-national"
"1344374","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-09-10,-7,-9,58,-29,-28,2,"Italy_Lombardy_NA_NA",-3,-28.5,-18.25,-8,-7.42857142857143,72,-27.5714285714286,-29.4285714285714,3.14285714285714,-7.72857142857143,-28.5,-17.9285714285714,"Sub-national"
"1344626","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-09-10,-3,-3,132,-14,-23,1,"Italy_Lombardy_NA_NA",17.8,-18.5,-10.75,-6.85714285714286,-7.57142857142857,72,-24.7142857142857,-28.4285714285714,2.85714285714286,-6.51428571428571,-26.5714285714286,-9.60714285714286,"Sub-national"
"1344878","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-09-10,-4,-11,NA,-15,-26,3,"Italy_Lombardy_NA_NA",-14,-20.5,-14,-4.71428571428571,-9.42857142857143,76,-24.8571428571429,-28.2857142857143,2.85714285714286,-8.75,-26.5714285714286,-12.0714285714286,"Sub-national"
"1345130","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-09-10,-6,-4,NA,-28,-28,2,"Italy_Lombardy_NA_NA",-16.5,-28,-16.5,-3.14285714285714,-8.57142857142857,95,-24,-26.1428571428571,2.14285714285714,-9.20714285714286,-25.0714285714286,-16.0357142857143,"Sub-national"
"1345382","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-09-10,0,-9,NA,-19,-22,2,"Italy_Lombardy_NA_NA",-12.5,-20.5,-12.5,-3.14285714285714,-8.14285714285714,94,-25,-26.7142857142857,2.57142857142857,-9.49285714285714,-25.8571428571429,-10.1071428571429,"Sub-national"
"1345634","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-09-10,4,-22,NA,-32,-31,4,"Italy_Lombardy_NA_NA",-20.25,-31.5,-20.25,-3.42857142857143,-8.57142857142857,56,-28.4285714285714,-27.2857142857143,2.85714285714286,-14.75,-27.8571428571429,-18.75,"Sub-national"
"1345886","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-09-10,-6,-2,NA,-31,-25,1,"Italy_Lombardy_NA_NA",-16,-28,-16,-4.14285714285714,-7.57142857142857,56,-30.6666666666667,-26.4285714285714,2.14285714285714,-14.3214285714286,-27.7857142857143,-15.5714285714286,"Sub-national"
"1346138","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-09-10,-7,-6,56,-36,-32,5,"Italy_Lombardy_NA_NA",-5,-34,-20.25,-4.14285714285714,-8.28571428571429,53,-32.3333333333333,-26.5714285714286,2.28571428571429,-12.8785714285714,-28.5714285714286,-19.3214285714286,"Sub-national"
"1346390","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-09-10,-5,-6,NA,-38,-27,3,"Italy_Lombardy_NA_NA",-19,-32.5,-19,-5.85714285714286,-8.28571428571429,54.6666666666667,-34.3333333333333,-28,2.42857142857143,-11.8357142857143,-30.1428571428571,-17.6785714285714,"Sub-national"
"1346894","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-09-10,-6,-9,50,-38,-29,3,"Italy_Lombardy_NA_NA",-6.4,-33.5,-20.5,-9.42857142857143,-7.28571428571429,50.8,-35.3333333333333,-29.7142857142857,2.85714285714286,-9.25714285714286,-31.4285714285714,-20.1428571428571,"Sub-national"
"1343871","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-09-11,-12,-9,58,-31,-32,3,"Italy_Lombardy_NA_NA",-5.2,-31.5,-21,-9.14285714285714,-6.71428571428571,66.8,-31.1666666666667,-28.7142857142857,2.14285714285714,-5.88571428571429,-29.1428571428571,-18.8928571428571,"Sub-national"
"1344123","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-09-11,-19,-9,35,-37,-40,6,"Italy_Lombardy_NA_NA",-14,-38.5,-26.25,-9.28571428571429,-7.42857142857143,73.8333333333333,-26.1666666666667,-28.7142857142857,2.14285714285714,-1.54285714285714,-27,-23.8928571428571,"Sub-national"
"1344375","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-09-11,-8,-8,55,-32,-28,2,"Italy_Lombardy_NA_NA",-4.2,-30,-19,-8.85714285714286,-7,70.1428571428571,-26.4285714285714,-29.7142857142857,2.57142857142857,-0.371428571428571,-28.0714285714286,-16.7857142857143,"Sub-national"
"1344627","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-09-11,-5,-2,136,-11,-25,0,"Italy_Lombardy_NA_NA",18.6,-18,-10.75,-8.14285714285714,-7.14285714285714,72.1428571428571,-23.5714285714286,-29.2857142857143,2.42857142857143,0.8,-26.4285714285714,-8.89285714285714,"Sub-national"
"1344879","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-09-11,-6,-11,109,-8,-27,3,"Italy_Lombardy_NA_NA",11.4,-17.5,-13,-6.14285714285714,-8.14285714285714,67.1428571428571,-22.7142857142857,-29.1428571428571,2.42857142857143,0.2,-25.9285714285714,-10.8214285714286,"Sub-national"
"1345131","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-09-11,-6,-1,48,-28,-27,1,"Italy_Lombardy_NA_NA",-2.8,-27.5,-15.5,-4.28571428571429,-7.14285714285714,73.2857142857143,-21.4285714285714,-27.1428571428571,1.42857142857143,2.65714285714286,-24.2857142857143,-14.8928571428571,"Sub-national"
"1345383","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-09-11,-1,-10,64,-18,-26,2,"Italy_Lombardy_NA_NA",1.8,-22,-13.75,-4.28571428571429,-7.42857142857143,76.1428571428571,-21.5714285714286,-27.8571428571429,1.85714285714286,3,-24.7142857142857,-8.64285714285714,"Sub-national"
"1345635","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-09-11,2,-16,23,-25,-31,3,"Italy_Lombardy_NA_NA",-9.4,-28,-17.5,-4.28571428571429,-8,60.7142857142857,-25.2857142857143,-28.2857142857143,2.14285714285714,-1.02857142857143,-26.7857142857143,-17.5357142857143,"Sub-national"
"1345887","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-09-11,-6,-2,78,-28,-26,-1,"Italy_Lombardy_NA_NA",3.2,-27,-15.5,-4.57142857142857,-6.85714285714286,55.5714285714286,-28.4285714285714,-27.7142857142857,1.28571428571429,-2.4,-28.0714285714286,-14.3928571428571,"Sub-national"
"1346139","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-09-11,-8,-10,75,-33,-33,5,"Italy_Lombardy_NA_NA",-1.8,-33,-21,-4.71428571428571,-7.42857142857143,56.4285714285714,-30,-28.2857142857143,1.57142857142857,-2.8,-29.1428571428571,-18.3928571428571,"Sub-national"
"1346391","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-09-11,-5,-6,28,-37,-28,2,"Italy_Lombardy_NA_NA",-9.6,-32.5,-19,-6.57142857142857,-7.85714285714286,58.8571428571429,-29.8571428571429,-27.7142857142857,0.857142857142857,-2.62857142857143,-28.7857142857143,-16.8214285714286,"Sub-national"
"1346895","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-09-11,-7,-5,54,-39,-31,3,"Italy_Lombardy_NA_NA",-5.6,-35,-20.5,-10.7142857142857,-8.85714285714286,62.7142857142857,-28.4285714285714,-26.1428571428571,0,-2.28571428571429,-27.2857142857143,-19.1785714285714,"Sub-national"
"1343872","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-09-12,-14,-13,81,-17,-22,-3,"Italy_Lombardy_NA_NA",3,-19.5,-16.5,-10.4285714285714,-8.71428571428571,72.2857142857143,-23.5714285714286,-24.7142857142857,-1.28571428571429,0.971428571428572,-24.1428571428571,-18.3214285714286,"Sub-national"
