country,region,region_code,province,province_code,comune,comune_code,population,total_deaths,expected_deaths,excess_deaths,excess_deaths_pct,excess_deaths_per_100,cases_2020_09_01,cases_2020_10_25,second_wave_cases,second_wave_cases_per_100k
Italy,Lombardy,3,Bergamo,16,Torre de' Roveri,16216,2478,13,3.4,9.6,2.82352941176471,0.387409200968523,21,23,2,80.7102502017756
Italy,Lombardy,3,Bergamo,16,Torre Pallavicina,16217,1082,11,2.2,8.8,4,0.813308687615527,12,13,1,92.4214417744917
Italy,Lombardy,3,Bergamo,16,Trescore Balneario,16218,9765,68,28.6,39.4,1.37762237762238,0.403481822836662,112,119,7,71.6845878136201
Italy,Lombardy,3,Bergamo,16,Treviglio,16219,30092,218,97,121,1.24742268041237,0.402100225973681,362,477,115,382.161371793168
Italy,Lombardy,3,Bergamo,16,Treviolo,16220,10890,78,23.2,54.8,2.36206896551724,0.503213957759412,167,181,14,128.558310376492
Italy,Lombardy,3,Bergamo,16,Ubiale Clanezzo,16221,1384,9,2.6,6.4,2.46153846153846,0.46242774566474,12,12,0,0
Italy,Lombardy,3,Bergamo,16,Urgnano,16222,9984,72,29.8,42.2,1.41610738255034,0.422676282051282,123,136,13,130.208333333333
Italy,Lombardy,3,Bergamo,16,Val Brembilla,16253,4293,39,17,22,1.29411764705882,0.512462147682273,100,104,4,93.1749359422315
Italy,Lombardy,3,Bergamo,16,Valbondione,16223,1032,16,4.2,11.8,2.80952380952381,1.14341085271318,29,29,0,0
Italy,Lombardy,3,Bergamo,16,Valbrembo,16224,4319,27,9.2,17.8,1.93478260869565,0.412132438064367,63,70,7,162.074554294976
Italy,Lombardy,3,Bergamo,16,Valgoglio,16225,601,4,2.2,1.8,0.818181818181818,0.299500831946755,6,6,0,0
Italy,Lombardy,3,Bergamo,16,Valnegra,16227,212,3,1,2,2,0.943396226415094,6,6,0,0
Italy,Lombardy,3,Bergamo,16,Verdellino,16232,7563,39,19.8,19.2,0.96969696969697,0.25386751289171,88,106,18,238.000793335978
Italy,Lombardy,3,Bergamo,16,Verdello,16233,8070,54,23.4,30.6,1.30769230769231,0.379182156133829,99,119,20,247.831474597274
Italy,Lombardy,3,Bergamo,16,Vertova,16234,4587,63,20.2,42.8,2.11881188118812,0.933071724438631,104,108,4,87.2029649008066
Italy,Lombardy,3,Bergamo,16,Viadanica,16235,1137,14,3,11,3.66666666666667,0.967458223394899,10,10,0,0
Italy,Lombardy,3,Bergamo,16,Vigano San Martino,16236,1354,11,3,8,2.66666666666667,0.590841949778434,13,13,0,0
Italy,Lombardy,3,Bergamo,16,Vigolo,16237,580,6,2.6,3.4,1.30769230769231,0.586206896551724,13,14,1,172.413793103448
Italy,Lombardy,3,Bergamo,16,Villa d'Adda,16238,4687,76,24.2,51.8,2.1404958677686,1.10518455301899,72,75,3,64.0068273949221
Italy,Lombardy,3,Bergamo,16,Villa d'Ogna,16241,1849,23,6,17,2.83333333333333,0.91941590048675,40,41,1,54.0832882639265
Italy,Lombardy,3,Bergamo,16,Villa di Serio,16240,6780,59,15,44,2.93333333333333,0.648967551622419,132,135,3,44.2477876106195
Italy,Lombardy,3,Bergamo,16,Villongo,16242,8188,50,17.8,32.2,1.80898876404494,0.393258426966292,70,78,8,97.7039570102589
Italy,Lombardy,3,Bergamo,16,Vilminore di Scalve,16243,1458,12,6.2,5.8,0.935483870967742,0.397805212620027,22,22,0,0
Italy,Lombardy,3,Bergamo,16,Zandobbio,16244,2760,19,8,11,1.375,0.398550724637681,33,36,3,108.695652173913
Italy,Lombardy,3,Bergamo,16,Zanica,16245,8739,47,19.2,27.8,1.44791666666667,0.318114200709463,106,118,12,137.315482320632
Italy,Lombardy,3,Bergamo,16,Zogno,16246,8883,116,31.2,84.8,2.71794871794872,0.954632443994146,188,195,7,78.802206461781
Italy,Lombardy,3,Brescia,17,Acquafredda,17001,1528,19,5.8,13.2,2.27586206896552,0.863874345549738,24,26,2,130.890052356021
Italy,Lombardy,3,Brescia,17,Adro,17002,7188,69,23,46,2,0.639955481357819,103,109,6,83.4724540901503
Italy,Lombardy,3,Brescia,17,Agnosine,17003,1687,16,7,9,1.28571428571429,0.533491404860699,27,32,5,296.3841138115
Italy,Lombardy,3,Brescia,17,Alfianello,17004,2450,20,9.6,10.4,1.08333333333333,0.424489795918367,42,43,1,40.8163265306122
Italy,Lombardy,3,Brescia,17,Anfo,17005,487,4,2.2,1.8,0.818181818181818,0.369609856262834,4,15,11,2258.72689938398
Italy,Lombardy,3,Brescia,17,Angolo Terme,17006,2362,17,7.4,9.6,1.2972972972973,0.406435224386113,39,40,1,42.3370025402202
Italy,Lombardy,3,Brescia,17,Artogne,17007,3609,20,13,7,0.538461538461539,0.193959545580493,89,93,4,110.834026045996
Italy,Lombardy,3,Brescia,17,Azzano Mella,17008,3394,18,6.8,11.2,1.64705882352941,0.329994107248085,33,33,0,0
Italy,Lombardy,3,Brescia,17,Bagnolo Mella,17009,12637,102,37.2,64.8,1.74193548387097,0.512779931945873,190,204,14,110.785787766084
Italy,Lombardy,3,Brescia,17,Bagolino,17010,3845,56,20.4,35.6,1.74509803921569,0.925877763328999,72,73,1,26.0078023407022
Italy,Lombardy,3,Brescia,17,Barbariga,17011,2304,27,7.6,19.4,2.55263157894737,0.842013888888889,48,52,4,173.611111111111
Italy,Lombardy,3,Brescia,17,Barghe,17012,1176,2,2.8,-0.8,-0.285714285714286,-0.0680272108843538,9,11,2,170.068027210884
Italy,Lombardy,3,Brescia,17,Bassano Bresciano,17013,2328,11,5,6,1.2,0.257731958762887,29,35,6,257.731958762887
Italy,Lombardy,3,Brescia,17,Bedizzole,17014,12369,71,36.6,34.4,0.939890710382514,0.278114641442315,118,148,30,242.541838467136
Italy,Lombardy,3,Brescia,17,Berlingo,17015,2782,18,7,11,1.57142857142857,0.395398993529835,29,29,0,0
Italy,Lombardy,3,Brescia,17,Berzo Demo,17016,1615,17,6.6,10.4,1.57575757575758,0.643962848297214,31,32,1,61.9195046439629
Italy,Lombardy,3,Brescia,17,Berzo Inferiore,17017,2489,9,7.8,1.2,0.153846153846154,0.0482121333869024,59,62,3,120.530333467256
Italy,Lombardy,3,Brescia,17,Bienno,17018,3804,33,14.8,18.2,1.22972972972973,0.47844374342797,94,102,8,210.304942166141
Italy,Lombardy,3,Brescia,17,Bione,17019,1362,12,5.2,6.8,1.30769230769231,0.499265785609398,21,23,2,146.842878120411
Italy,Lombardy,3,Brescia,17,Borgo San Giacomo,17020,5402,44,16.8,27.2,1.61904761904762,0.503517215845983,95,108,13,240.651610514624
Italy,Lombardy,3,Brescia,17,Borgosatollo,17021,9277,45,24.8,20.2,0.814516129032258,0.21774280478603,156,183,27,291.042362832812
Italy,Lombardy,3,Brescia,17,Borno,17022,2598,31,12,19,1.58333333333333,0.731331793687452,81,82,1,38.4911470361817
Italy,Lombardy,3,Brescia,17,Botticino,17023,10857,83,38,45,1.18421052631579,0.414479137883393,144,185,41,377.636547849314
Italy,Lombardy,3,Brescia,17,Bovegno,17024,2128,17,13.6,3.4,0.25,0.159774436090226,21,25,4,187.96992481203
Italy,Lombardy,3,Brescia,17,Bovezzo,17025,7532,46,18.8,27.2,1.4468085106383,0.361125862984599,87,95,8,106.213489113117
Italy,Lombardy,3,Brescia,17,Brandico,17026,1707,14,3.2,10.8,3.375,0.632688927943761,14,14,0,0
Italy,Lombardy,3,Brescia,17,Braone,17027,693,4,1.8,2.2,1.22222222222222,0.317460317460318,9,9,0,0
Italy,Lombardy,3,Brescia,17,Breno,17028,4815,50,22.6,27.4,1.21238938053097,0.569055036344756,130,141,11,228.452751817238
Italy,Lombardy,3,Brescia,17,Brescia,17029,198536,1385,701,684,0.975748930099858,0.344521900310271,2494,3121,627,315.811741951082
Italy,Lombardy,3,Brescia,17,Brione,17030,721,2,2.4,-0.4,-0.166666666666667,-0.0554785020804438,6,7,1,138.69625520111
Italy,Lombardy,3,Brescia,17,Caino,17031,2131,7,3.2,3.8,1.1875,0.178320037541061,12,16,4,187.705302674801
Italy,Lombardy,3,Brescia,17,Calcinato,17032,12993,84,26.8,57.2,2.13432835820896,0.440237050719618,103,129,26,200.107750327099
Italy,Lombardy,3,Brescia,17,Calvagese della Riviera,17033,3543,7,5.8,1.2,0.206896551724138,0.0338696020321761,17,27,10,282.246683601468
Italy,Lombardy,3,Brescia,17,Calvisano,17034,8497,62,21.4,40.6,1.89719626168224,0.477815699658703,109,122,13,152.995174767565
Italy,Lombardy,3,Brescia,17,Capo di Ponte,17035,2448,20,6.8,13.2,1.94117647058824,0.53921568627451,66,72,6,245.098039215686
Italy,Lombardy,3,Brescia,17,Capriano del Colle,17037,4656,25,10,15,1.5,0.322164948453608,65,72,7,150.343642611684
Italy,Lombardy,3,Brescia,17,Capriolo,17038,9472,82,26,56,2.15384615384615,0.591216216216216,130,141,11,116.131756756757
Italy,Lombardy,3,Brescia,17,Carpenedolo,17039,13096,91,34.2,56.8,1.66081871345029,0.433720219914478,211,245,34,259.621258399511
Italy,Lombardy,3,Brescia,17,Castegnato,17040,8532,45,21.6,23.4,1.08333333333333,0.274261603375527,99,116,17,199.249882794187
Italy,Lombardy,3,Brescia,17,Castel Mella,17042,10989,43,17.4,25.6,1.47126436781609,0.232960232960233,113,132,19,172.900172900173
Italy,Lombardy,3,Brescia,17,Castelcovati,17041,6578,39,12,27,2.25,0.41045910611128,71,98,27,410.45910611128
Italy,Lombardy,3,Brescia,17,Castenedolo,17043,11496,49,31.4,17.6,0.560509554140127,0.153096729297147,183,225,42,365.344467640919
Italy,Lombardy,3,Brescia,17,Casto,17044,1693,7,5,2,0.4,0.118133490844654,21,29,8,472.533963378618
Italy,Lombardy,3,Brescia,17,Castrezzato,17045,7352,33,17.2,15.8,0.918604651162791,0.214907508161045,78,91,13,176.822633297062
Italy,Lombardy,3,Brescia,17,Cazzago San Martino,17046,10961,69,32,37,1.15625,0.337560441565551,136,149,13,118.602317306815
Italy,Lombardy,3,Brescia,17,Cedegolo,17047,1150,11,6,5,0.833333333333333,0.434782608695652,22,23,1,86.9565217391305
Italy,Lombardy,3,Brescia,17,Cellatica,17048,4881,19,15,4,0.266666666666667,0.0819504199959025,49,63,14,286.826469985659
Italy,Lombardy,3,Brescia,17,Cerveno,17049,669,4,2.8,1.2,0.428571428571429,0.179372197309417,15,17,2,298.953662182362
Italy,Lombardy,3,Brescia,17,Ceto,17050,1864,5,5.4,-0.4,-0.0740740740740742,-0.0214592274678112,33,42,9,482.832618025751
Italy,Lombardy,3,Brescia,17,Cevo,17051,857,9,4,5,1.25,0.58343057176196,21,21,0,0
Italy,Lombardy,3,Brescia,17,Chiari,17052,19094,143,56.8,86.2,1.51760563380282,0.451450717502881,277,313,36,188.540902901435
Italy,Lombardy,3,Brescia,17,Cigole,17053,1557,22,5.8,16.2,2.79310344827586,1.04046242774566,36,38,2,128.452151573539
Italy,Lombardy,3,Brescia,17,Cimbergo,17054,540,1,1.8,-0.8,-0.444444444444444,-0.148148148148148,7,7,0,0
Italy,Lombardy,3,Brescia,17,Cividate Camuno,17055,2742,14,7.4,6.6,0.891891891891892,0.240700218818381,49,50,1,36.4697301239971
Italy,Lombardy,3,Brescia,17,Coccaglio,17056,8664,62,22.2,39.8,1.79279279279279,0.459372114496768,120,135,15,173.130193905817
Italy,Lombardy,3,Brescia,17,Collebeato,17057,4643,28,13.4,14.6,1.08955223880597,0.314451863019599,49,55,6,129.226793021753
Italy,Lombardy,3,Brescia,17,Collio,17058,2066,11,6.6,4.4,0.666666666666667,0.21297192642788,13,13,0,0
Italy,Lombardy,3,Brescia,17,Cologne,17059,7564,56,19.8,36.2,1.82828282828283,0.47858276044421,87,89,2,26.4410364886304
Italy,Lombardy,3,Brescia,17,Comezzano-Cizzago,17060,4000,15,8,7,0.875,0.175,41,55,14,350
Italy,Lombardy,3,Brescia,17,Concesio,17061,15697,74,42.6,31.4,0.737089201877934,0.200038223864433,204,239,35,222.972542524049
Italy,Lombardy,3,Brescia,17,Corte Franca,17062,7156,42,15.8,26.2,1.65822784810127,0.366126327557295,83,94,11,153.717160424818
Italy,Lombardy,3,Brescia,17,Corteno Golgi,17063,1953,23,6.4,16.6,2.59375,0.849974398361495,29,38,9,460.829493087558
Italy,Lombardy,3,Brescia,17,Corzano,17064,1423,6,3.2,2.8,0.875,0.196767392832045,29,30,1,70.2740688685875
Italy,Lombardy,3,Brescia,17,Darfo Boario Terme,17065,15691,111,50,61,1.22,0.388757886686636,222,267,45,286.788604932764
Italy,Lombardy,3,Brescia,17,Dello,17066,5622,23,11.8,11.2,0.949152542372881,0.199217360369975,55,61,6,106.723585912487
Italy,Lombardy,3,Brescia,17,Desenzano del Garda,17067,29158,170,92.2,77.8,0.843817787418655,0.266822141436313,320,397,77,264.078469030798
Italy,Lombardy,3,Brescia,17,Edolo,17068,4525,48,16.4,31.6,1.92682926829268,0.698342541436464,92,98,6,132.596685082873
Italy,Lombardy,3,Brescia,17,Erbusco,17069,8694,53,21.2,31.8,1.5,0.365769496204279,92,100,8,92.0174833218312
Italy,Lombardy,3,Brescia,17,Esine,17070,5225,32,18.8,13.2,0.702127659574468,0.252631578947368,137,145,8,153.11004784689
Italy,Lombardy,3,Brescia,17,Fiesse,17071,2055,5,7.4,-2.4,-0.324324324324324,-0.116788321167883,18,18,0,0
Italy,Lombardy,3,Brescia,17,Flero,17072,8921,40,21.6,18.4,0.851851851851852,0.206254904158727,74,100,26,291.447147180809
Italy,Lombardy,3,Brescia,17,Gambara,17073,4677,26,12.8,13.2,1.03125,0.282232200128287,39,45,6,128.287363694676
Italy,Lombardy,3,Brescia,17,Gardone Riviera,17074,2653,10,11.4,-1.4,-0.12280701754386,-0.0527704485488127,26,28,2,75.3863550697324
Italy,Lombardy,3,Brescia,17,Gardone Val Trompia,17075,11509,78,39.4,38.6,0.979695431472081,0.335389695021288,151,190,39,338.865235902337
Italy,Lombardy,3,Brescia,17,Gargnano,17076,2823,21,13.2,7.8,0.590909090909091,0.276301806588735,12,13,1,35.4233085370174
Italy,Lombardy,3,Brescia,17,Gavardo,17077,12280,66,35.4,30.6,0.864406779661017,0.249185667752443,159,199,40,325.732899022801
Italy,Lombardy,3,Brescia,17,Ghedi,17078,18669,131,50.4,80.6,1.59920634920635,0.431731747817237,226,277,51,273.180138197011
Italy,Lombardy,3,Brescia,17,Gianico,17079,2132,16,6.2,9.8,1.58064516129032,0.459662288930582,45,52,7,328.330206378987
Italy,Lombardy,3,Brescia,17,Gottolengo,17080,5151,49,16.2,32.8,2.02469135802469,0.636769559308872,96,108,12,232.96447291788
Italy,Lombardy,3,Brescia,17,Gussago,17081,16739,113,42.4,70.6,1.66509433962264,0.421769520281976,230,273,43,256.88511858534
Italy,Lombardy,3,Brescia,17,Idro,17082,1862,13,6,7,1.16666666666667,0.37593984962406,15,15,0,0
Italy,Lombardy,3,Brescia,17,Iseo,17085,9168,82,35.8,46.2,1.29050279329609,0.503926701570681,139,146,7,76.3525305410122
Italy,Lombardy,3,Brescia,17,Isorella,17086,4106,34,11.6,22.4,1.93103448275862,0.545543107647345,62,67,5,121.773015099854
Italy,Lombardy,3,Brescia,17,Lavenone,17087,516,7,1.8,5.2,2.88888888888889,1.0077519379845,5,8,3,581.395348837209
Italy,Lombardy,3,Brescia,17,Leno,17088,14249,70,27.8,42.2,1.51798561151079,0.296161134114675,168,210,42,294.757526843989
Italy,Lombardy,3,Brescia,17,Lodrino,17090,1673,10,3.6,6.4,1.77777777777778,0.382546323968918,28,28,0,0
Italy,Lombardy,3,Brescia,17,Lograto,17091,3794,25,10.6,14.4,1.35849056603774,0.379546652609383,47,53,6,158.144438587243
Italy,Lombardy,3,Brescia,17,Lonato del Garda,17092,16725,88,50.4,37.6,0.746031746031746,0.224813153961136,175,210,35,209.267563527653
Italy,Lombardy,3,Brescia,17,Longhena,17093,571,5,2.8,2.2,0.785714285714286,0.385288966725044,11,12,1,175.131348511384
Italy,Lombardy,3,Brescia,17,Losine,17094,609,3,1.2,1.8,1.5,0.295566502463054,5,5,0,0
Italy,Lombardy,3,Brescia,17,Lozio,17095,405,6,1.8,4.2,2.33333333333333,1.03703703703704,21,21,0,0
Italy,Lombardy,3,Brescia,17,Lumezzane,17096,22130,133,71.2,61.8,0.867977528089888,0.279258924536828,240,285,45,203.343877089923
Italy,Lombardy,3,Brescia,17,Maclodio,17097,1472,2,3.2,-1.2,-0.375,-0.0815217391304348,14,15,1,67.9347826086957
Italy,Lombardy,3,Brescia,17,Mairano,17099,3495,13,8.4,4.6,0.547619047619047,0.131616595135908,28,30,2,57.2246065808298
Italy,Lombardy,3,Brescia,17,Malegno,17100,1993,13,7.8,5.2,0.666666666666667,0.260913196186653,38,40,2,100.351229302559
Italy,Lombardy,3,Brescia,17,Malonno,17101,3150,29,11,18,1.63636363636364,0.571428571428571,95,95,0,0
Italy,Lombardy,3,Brescia,17,Manerba del Garda,17102,5370,24,15.6,8.4,0.538461538461538,0.156424581005587,42,53,11,204.841713221601
Italy,Lombardy,3,Brescia,17,Manerbio,17103,13161,127,43,84,1.95348837209302,0.638249373147937,219,252,33,250.740825165261
Italy,Lombardy,3,Brescia,17,Marcheno,17104,4289,30,10,20,2,0.466309162975053,46,66,20,466.309162975052
Italy,Lombardy,3,Brescia,17,Marmentino,17105,659,4,1.6,2.4,1.5,0.364188163884674,4,4,0,0
Italy,Lombardy,3,Brescia,17,Marone,17106,3165,30,12.2,17.8,1.45901639344262,0.562401263823065,43,46,3,94.7867298578199
Italy,Lombardy,3,Brescia,17,Mazzano,17107,12440,46,30.6,15.4,0.503267973856209,0.12379421221865,99,137,38,305.466237942122
Italy,Lombardy,3,Brescia,17,Milzano,17108,1747,8,4.8,3.2,0.666666666666667,0.183171150543789,16,22,6,343.445907269605
Italy,Lombardy,3,Brescia,17,Moniga del Garda,17109,2596,16,8,8,1,0.308166409861325,22,28,6,231.124807395994
Italy,Lombardy,3,Brescia,17,Monte Isola,17111,1709,13,10,3,0.3,0.175541252194266,15,15,0,0
Italy,Lombardy,3,Brescia,17,Monticelli Brusati,17112,4546,23,9,14,1.55555555555556,0.307963044434668,72,81,9,197.976242850858
Italy,Lombardy,3,Brescia,17,Montichiari,17113,25902,103,55.6,47.4,0.852517985611511,0.182997451934214,292,380,88,339.742104856768
Italy,Lombardy,3,Brescia,17,Montirone,17114,5147,30,7.6,22.4,2.94736842105263,0.435204973771129,80,96,16,310.860695550806
Italy,Lombardy,3,Brescia,17,Mura,17115,774,6,1.2,4.8,4,0.62015503875969,8,10,2,258.397932816538
Italy,Lombardy,3,Brescia,17,Muscoline,17116,2679,9,8.6,0.4,0.0465116279069768,0.0149309443822322,15,32,17,634.565136244868
Italy,Lombardy,3,Brescia,17,Nave,17117,10790,60,34.2,25.8,0.754385964912281,0.239110287303058,140,175,35,324.374420759963
Italy,Lombardy,3,Brescia,17,Niardo,17118,2027,8,7.4,0.6,0.0810810810810809,0.029600394671929,23,24,1,49.3339911198816
Italy,Lombardy,3,Brescia,17,Nuvolento,17119,3994,20,9.4,10.6,1.12765957446809,0.265398097145719,28,41,13,325.488232348523
Italy,Lombardy,3,Brescia,17,Nuvolera,17120,4781,24,10.4,13.6,1.30769230769231,0.284459318134282,67,94,27,564.735411001882
Italy,Lombardy,3,Brescia,17,Offlaga,17122,4061,22,8.8,13.2,1.5,0.325043092834277,38,42,4,98.497906919478
Italy,Lombardy,3,Brescia,17,Ome,17123,3220,17,10.2,6.8,0.666666666666667,0.211180124223602,41,44,3,93.167701863354
Italy,Lombardy,3,Brescia,17,Ono San Pietro,17124,963,8,2.8,5.2,1.85714285714286,0.539979231568017,21,22,1,103.842159916926
Italy,Lombardy,3,Brescia,17,Orzinuovi,17125,12520,131,40.2,90.8,2.25870646766169,0.725239616613419,234,264,30,239.61661341853
Italy,Lombardy,3,Brescia,17,Orzivecchi,17126,2456,27,7,20,2.85714285714286,0.814332247557003,31,31,0,0
Italy,Lombardy,3,Brescia,17,Ospitaletto,17127,14774,88,32.8,55.2,1.68292682926829,0.373629348856099,181,222,41,277.514552592392
Italy,Lombardy,3,Brescia,17,Ossimo,17128,1444,8,5.6,2.4,0.428571428571429,0.166204986149585,23,24,1,69.2520775623269
Italy,Lombardy,3,Brescia,17,Padenghe sul Garda,17129,4684,36,11.8,24.2,2.05084745762712,0.51665243381725,73,85,12,256.191289496157
Italy,Lombardy,3,Brescia,17,Paderno Franciacorta,17130,3660,17,11.4,5.6,0.491228070175439,0.153005464480874,41,45,4,109.289617486339
Italy,Lombardy,3,Brescia,17,Paitone,17132,2125,7,5.8,1.2,0.206896551724138,0.0564705882352941,21,25,4,188.235294117647
Italy,Lombardy,3,Brescia,17,Palazzolo sull'Oglio,17133,20104,167,55.2,111.8,2.02536231884058,0.556108237166733,261,289,28,139.275766016713
Italy,Lombardy,3,Brescia,17,Paratico,17134,4832,36,9.8,26.2,2.6734693877551,0.542218543046358,74,75,1,20.6953642384106
Italy,Lombardy,3,Brescia,17,Paspardo,17135,602,5,2.8,2.2,0.785714285714286,0.365448504983389,9,12,3,498.338870431894
Italy,Lombardy,3,Brescia,17,Passirano,17136,7068,47,17.4,29.6,1.70114942528736,0.418788907753254,93,100,7,99.0379173740804
Italy,Lombardy,3,Brescia,17,Pavone del Mella,17137,2770,26,8.6,17.4,2.02325581395349,0.628158844765343,43,50,7,252.707581227437
Italy,Lombardy,3,Brescia,17,Pertica Bassa,17140,609,3,2.8,0.2,0.0714285714285714,0.0328407224958949,13,14,1,164.203612479475
Italy,Lombardy,3,Brescia,17,Pezzaze,17141,1492,11,7.4,3.6,0.486486486486486,0.241286863270777,32,32,0,0
Italy,Lombardy,3,Brescia,17,Pian Camuno,17142,4741,20,11,9,0.818181818181818,0.189833368487661,58,72,14,295.296350980806
Italy,Lombardy,3,Brescia,17,Piancogno,17206,4696,32,16.6,15.4,0.927710843373494,0.32793867120954,114,117,3,63.8841567291312
Italy,Lombardy,3,Brescia,17,Pisogne,17143,7963,64,27.8,36.2,1.30215827338129,0.454602536732387,154,166,12,150.696973502449
Italy,Lombardy,3,Brescia,17,Polaveno,17144,2510,12,7.6,4.4,0.578947368421053,0.175298804780877,22,25,3,119.521912350598
Italy,Lombardy,3,Brescia,17,Polpenazze del Garda,17145,2706,14,6.8,7.2,1.05882352941177,0.266075388026608,23,29,6,221.729490022173
Italy,Lombardy,3,Brescia,17,Pompiano,17146,3760,20,11.4,8.6,0.754385964912281,0.228723404255319,46,58,12,319.148936170213
Italy,Lombardy,3,Brescia,17,Poncarale,17147,5211,26,10.6,15.4,1.45283018867925,0.295528689311073,56,72,16,307.042794089426
Italy,Lombardy,3,Brescia,17,Ponte di Legno,17148,1761,12,8.4,3.6,0.428571428571429,0.20442930153322,26,27,1,56.785917092561
Italy,Lombardy,3,Brescia,17,Pontevico,17149,7138,96,28.4,67.6,2.38028169014085,0.947043989913141,156,176,20,280.190529560101
Italy,Lombardy,3,Brescia,17,Pontoglio,17150,6880,56,20.4,35.6,1.74509803921569,0.517441860465116,113,121,8,116.279069767442
Italy,Lombardy,3,Brescia,17,Pozzolengo,17151,3523,25,11,14,1.27272727272727,0.397388589270508,28,39,11,312.233891569685
Italy,Lombardy,3,Brescia,17,Pralboino,17152,2923,35,8.6,26.4,3.06976744186047,0.903181662675333,65,68,3,102.63427984947
Italy,Lombardy,3,Brescia,17,Preseglie,17153,1533,11,5,6,1.2,0.391389432485323,13,15,2,130.463144161774
Italy,Lombardy,3,Brescia,17,Prevalle,17155,6950,23,12.4,10.6,0.854838709677419,0.152517985611511,39,63,24,345.323741007194
Italy,Lombardy,3,Brescia,17,Provaglio d'Iseo,17156,7369,54,16.8,37.2,2.21428571428571,0.504817478626679,105,113,8,108.562898629393
Italy,Lombardy,3,Brescia,17,Provaglio Val Sabbia,17157,915,2,2.2,-0.2,-0.0909090909090909,-0.0218579234972678,8,15,7,765.027322404372
Italy,Lombardy,3,Brescia,17,Puegnago del Garda,17158,3458,21,7.6,13.4,1.76315789473684,0.387507229612493,26,36,10,289.184499710816
Italy,Lombardy,3,Brescia,17,Quinzano d'Oglio,17159,6295,80,21,59,2.80952380952381,0.937251787132645,79,87,8,127.084988085782
Italy,Lombardy,3,Brescia,17,Remedello,17160,3382,19,13.2,5.8,0.439393939393939,0.171496156120639,39,43,4,118.273211117682
Italy,Lombardy,3,Brescia,17,Rezzato,17161,13551,74,42.2,31.8,0.753554502369668,0.234669028116006,197,239,42,309.940225813593
Italy,Lombardy,3,Brescia,17,Roccafranca,17162,4739,29,10.4,18.6,1.78846153846154,0.392487866638531,54,64,10,211.014982063727
Italy,Lombardy,3,Brescia,17,Roncadelle,17165,9453,71,23.8,47.2,1.98319327731092,0.49931238760182,124,145,21,222.151697873691
Italy,Lombardy,3,Brescia,17,Rovato,17166,19320,121,50,71,1.42,0.367494824016563,213,251,38,196.687370600414
Italy,Lombardy,3,Brescia,17,Rudiano,17167,5810,14,12.4,1.6,0.129032258064516,0.0275387263339071,36,56,20,344.234079173838
Italy,Lombardy,3,Brescia,17,Sabbio Chiese,17168,3951,34,11,23,2.09090909090909,0.582131106049102,65,88,23,582.131106049102
Italy,Lombardy,3,Brescia,17,Sale Marasino,17169,3347,59,15.4,43.6,2.83116883116883,1.30265909769943,42,52,10,298.775022408127
Italy,Lombardy,3,Brescia,17,San Felice del Benaco,17171,3427,11,12.6,-1.6,-0.126984126984127,-0.0466880653632915,27,34,7,204.2602859644
Italy,Lombardy,3,Brescia,17,San Gervasio Bresciano,17172,2628,11,4.2,6.8,1.61904761904762,0.258751902587519,24,32,8,304.41400304414
Italy,Lombardy,3,Brescia,17,San Paolo,17138,4505,26,11.2,14.8,1.32142857142857,0.328523862375139,81,86,5,110.987791342952
Italy,Lombardy,3,Brescia,17,San Zeno Naviglio,17173,4763,22,11.8,10.2,0.864406779661017,0.214150745328574,45,59,14,293.932395549024
Italy,Lombardy,3,Brescia,17,Sarezzo,17174,13289,77,38.6,38.4,0.994818652849741,0.288960794642185,120,148,28,210.700579426593
Italy,Lombardy,3,Brescia,17,Saviore dell'Adamello,17175,867,9,4.2,4.8,1.14285714285714,0.55363321799308,10,13,3,346.020761245675
Italy,Lombardy,3,Brescia,17,Sellero,17176,1430,12,4.6,7.4,1.60869565217391,0.517482517482518,21,21,0,0
Italy,Lombardy,3,Brescia,17,Seniga,17177,1419,19,6,13,2.16666666666667,0.916138125440451,26,27,1,70.4721634954193
Italy,Lombardy,3,Brescia,17,Serle,17178,3038,13,11.8,1.2,0.101694915254237,0.0394996708360764,40,41,1,32.916392363397
Italy,Lombardy,3,Brescia,17,Sirmione,17179,8254,37,26.8,10.2,0.380597014925373,0.123576447782893,70,83,13,157.499394233099
Italy,Lombardy,3,Brescia,17,Sonico,17181,1259,13,3.8,9.2,2.42105263157895,0.730738681493249,21,24,3,238.284352660842
Italy,Lombardy,3,Brescia,17,Sulzano,17182,1943,13,6,7,1.16666666666667,0.36026762738034,18,20,2,102.933607822954
Italy,Lombardy,3,Brescia,17,Tavernole sul Mella,17183,1251,8,6.2,1.8,0.290322580645162,0.143884892086331,9,10,1,79.9360511590728
Italy,Lombardy,3,Brescia,17,Tignale,17185,1227,8,7,1,0.142857142857143,0.0814995925020375,5,6,1,81.4995925020375
Italy,Lombardy,3,Brescia,17,Torbole Casaglia,17186,6535,39,10.6,28.4,2.67924528301887,0.434583014537108,83,92,9,137.719969395562
Italy,Lombardy,3,Brescia,17,Toscolano-Maderno,17187,7881,56,34.2,21.8,0.637426900584795,0.276614642811826,88,88,0,0
Italy,Lombardy,3,Brescia,17,Travagliato,17188,13986,77,41,36,0.878048780487805,0.257400257400257,169,192,23,164.450164450164
Italy,Lombardy,3,Brescia,17,Tremosine sul Garda,17189,2103,13,10.2,2.8,0.274509803921569,0.133143128863528,4,4,0,0
