comune,comune_code,date,cases
Maleo,98035,21/10/2020,103
Malgesso,12095,21/10/2020,8
Malgrate,97045,21/10/2020,44
Malnate,12096,21/10/2020,216
Malonno,17101,21/10/2020,95
Mandello del Lario,97046,21/10/2020,73
Manerba del Garda,17102,21/10/2020,46
Manerbio,17103,21/10/2020,249
Mantello,14039,21/10/2020,7
Mantova,20030,21/10/2020,486
Mapello,16132,21/10/2020,83
Marcallo con Casone,15134,21/10/2020,62
Marcaria,20031,21/10/2020,114
Marcheno,17104,21/10/2020,63
Marchirolo,12097,21/10/2020,16
Marcignago,18086,21/10/2020,74
Mariana Mantovana,20032,21/10/2020,5
Mariano Comense,13143,21/10/2020,224
Marmentino,17105,21/10/2020,4
Marmirolo,20033,21/10/2020,48
Marnate,12098,21/10/2020,43
Marone,17106,21/10/2020,46
Martignana di Po,19057,21/10/2020,36
Martinengo,16133,21/10/2020,153
Marudo,98036,21/10/2020,12
Marzano,18087,21/10/2020,18
Masate,15136,21/10/2020,26
Maslianico,13144,21/10/2020,15
Massalengo,98037,21/10/2020,40
Mazzano,17107,21/10/2020,120
Meda,108030,21/10/2020,189
Mede,18088,21/10/2020,32
Mediglia,15139,21/10/2020,218
Medolago,16250,21/10/2020,24
Medole,20034,21/10/2020,32
Melegnano,15140,21/10/2020,383
Meleti,98038,21/10/2020,24
Melzo,15142,21/10/2020,265
Menaggio,13145,21/10/2020,32
Menconico,18089,21/10/2020,37
Merate,97048,21/10/2020,264
Mercallo,12101,21/10/2020,19
Merlino,98039,21/10/2020,11
Merone,13147,21/10/2020,44
Mese,14043,21/10/2020,8
Mesenzana,12102,21/10/2020,18
Mesero,15144,21/10/2020,70
Mezzago,108031,21/10/2020,37
Mezzana Bigli,18090,21/10/2020,11
Mezzana Rabattone,18091,21/10/2020,5
Mezzanino,18092,21/10/2020,16
Milano,15146,21/10/2020,19517
Milzano,17108,21/10/2020,22
Miradolo Terme,18093,21/10/2020,41
Misano di Gera d'Adda,16135,21/10/2020,42
Misinto,108032,21/10/2020,41
Missaglia,97049,21/10/2020,55
Moggio,97050,21/10/2020,6
Moglia,20035,21/10/2020,67
Molteno,97051,21/10/2020,18
Moltrasio,13152,21/10/2020,7
Monasterolo del Castello,16137,21/10/2020,11
Monguzzo,13153,21/10/2020,8
Moniga del Garda,17109,21/10/2020,25
Montagna in Valtellina,14044,21/10/2020,32
Montalto Pavese,18094,21/10/2020,7
Montanaso Lombardo,98040,21/10/2020,31
Montano Lucino,13154,21/10/2020,33
Monte Cremasco,19058,21/10/2020,18
Monte Isola,17111,21/10/2020,15
Monte Marenzo,97052,21/10/2020,10
Montebello della Battaglia,18095,21/10/2020,33
Montecalvo Versiggia,18096,21/10/2020,4
Montegrino Valtravaglia,12103,21/10/2020,10
Montello,16139,21/10/2020,41
Montescano,18097,21/10/2020,6
Montesegale,18098,21/10/2020,7
Montevecchia,97053,21/10/2020,28
Monticelli Brusati,17112,21/10/2020,78
Monticelli Pavese,18099,21/10/2020,8
Monticello Brianza,97054,21/10/2020,64
Montichiari,17113,21/10/2020,354
Montirone,17114,21/10/2020,89
Montodine,19059,21/10/2020,49
Montorfano,13157,21/10/2020,14
Montù Beccaria,18100,21/10/2020,14
Monvalle,12104,21/10/2020,4
Monza,108033,21/10/2020,1756
Monzambano,20036,21/10/2020,23
Morazzone,12105,21/10/2020,21
Morbegno,14045,21/10/2020,188
Morengo,16140,21/10/2020,36
Morimondo,15150,21/10/2020,57
Mornago,12106,21/10/2020,21
Mornico al Serio,16141,21/10/2020,33
Mortara,18102,21/10/2020,292
Moscazzano,19060,21/10/2020,6
Motta Baluffi,19061,21/10/2020,18
Motta Visconti,15151,21/10/2020,54
Motteggiana,20037,21/10/2020,23
Mozzanica,16142,21/10/2020,46
Mozzate,13159,21/10/2020,67
Mozzo,16143,21/10/2020,103
Muggiò,108034,21/10/2020,290
Mulazzano,98041,21/10/2020,64
Mura,17115,21/10/2020,10
Muscoline,17116,21/10/2020,30
Musso,13160,21/10/2020,13
Nave,17117,21/10/2020,164
Nembro,16144,21/10/2020,335
Nerviano,15154,21/10/2020,161
Nesso,13161,21/10/2020,5
Niardo,17118,21/10/2020,24
Nibionno,97056,21/10/2020,33
Nosate,15155,21/10/2020,4
Nova Milanese,108035,21/10/2020,263
Novate Mezzola,14046,21/10/2020,10
Novate Milanese,15157,21/10/2020,215
Novedrate,13163,21/10/2020,13
Noviglio,15158,21/10/2020,39
Nuvolento,17119,21/10/2020,33
Nuvolera,17120,21/10/2020,86
Odolo,17121,21/10/2020,44
Offanengo,19062,21/10/2020,109
Offlaga,17122,21/10/2020,41
Oggiona con Santo Stefano,12107,21/10/2020,39
Oggiono,97057,21/10/2020,113
Olevano di Lomellina,18104,21/10/2020,7
Olgiate Comasco,13165,21/10/2020,74
Olgiate Molgora,97058,21/10/2020,121
Olgiate Olona,12108,21/10/2020,89
Olginate,97059,21/10/2020,73
Oliveto Lario,97060,21/10/2020,9
Olmeneta,19063,21/10/2020,19
Olmo al Brembo,16145,21/10/2020,12
Oltre il Colle,16146,21/10/2020,18
Oltrona di San Mamette,13169,21/10/2020,16
Ome,17123,21/10/2020,42
Oneta,16148,21/10/2020,12
Ono San Pietro,17124,21/10/2020,22
Onore,16149,21/10/2020,17
Opera,15159,21/10/2020,128
Origgio,12109,21/10/2020,72
Orino,12110,21/10/2020,11
Orio al Serio,16150,21/10/2020,25
Orio Litta,98042,21/10/2020,21
Ornago,108036,21/10/2020,37
Orsenigo,13170,21/10/2020,21
Orzinuovi,17125,21/10/2020,256
Orzivecchi,17126,21/10/2020,31
Osio Sopra,16152,21/10/2020,68
Osio Sotto,16153,21/10/2020,168
Osnago,97061,21/10/2020,46
Ospedaletto Lodigiano,98043,21/10/2020,26
Ospitaletto,17127,21/10/2020,210
Ossago Lodigiano,98044,21/10/2020,17
Ossimo,17128,21/10/2020,24
Ossona,15164,21/10/2020,54
Ostiano,19064,21/10/2020,73
Ostiglia,20038,21/10/2020,39
Ottobiano,18106,21/10/2020,21
Ozzero,15165,21/10/2020,17
Padenghe sul Garda,17129,21/10/2020,79
Paderno d'Adda,97062,21/10/2020,40
Paderno Dugnano,15166,21/10/2020,632
Paderno Franciacorta,17130,21/10/2020,45
Paderno Ponchielli,19065,21/10/2020,27
Pagazzano,16154,21/10/2020,19
Paitone,17132,21/10/2020,23
Paladina,16155,21/10/2020,88
Palazzago,16156,21/10/2020,34
Palazzo Pignano,19066,21/10/2020,37
Palazzolo sull'Oglio,17133,21/10/2020,283
Palestro,18107,21/10/2020,8
Palosco,16157,21/10/2020,83
Pandino,19067,21/10/2020,134
Pantigliate,15167,21/10/2020,69
Parabiago,15168,21/10/2020,311
Paratico,17134,21/10/2020,74
Parona,18109,21/10/2020,22
Parre,16158,21/10/2020,52
Paspardo,17135,21/10/2020,10
Passirano,17136,21/10/2020,96
Pasturo,97065,21/10/2020,14
Paullo,15169,21/10/2020,170
Pavia,18110,21/10/2020,936
Pavone del Mella,17137,21/10/2020,50
Pedrengo,16160,21/10/2020,71
Pegognaga,20039,21/10/2020,81
Peia,16161,21/10/2020,26
Perledo,97067,21/10/2020,49
Pero,15170,21/10/2020,134
Persico Dosimo,19068,21/10/2020,80
Pertica Bassa,17140,21/10/2020,14
Pescarolo ed Uniti,19069,21/10/2020,23
Pescate,97068,21/10/2020,20
Peschiera Borromeo,15171,21/10/2020,218
Pessano con Bornago,15172,21/10/2020,156
Pessina Cremonese,19070,21/10/2020,6
Pezzaze,17141,21/10/2020,32
Piadena Drizzona,19116,21/10/2020,59
Pian Camuno,17142,21/10/2020,69
Piancogno,17206,21/10/2020,117
Pianello del Lario,13183,21/10/2020,11
Pianengo,19072,21/10/2020,43
Pianico,16162,21/10/2020,23
Piantedo,14048,21/10/2020,10
Piario,16163,21/10/2020,33
Piateda,14049,21/10/2020,13
Piazza Brembana,16164,21/10/2020,48
Piazzatorre,16165,21/10/2020,8
Pieranica,19073,21/10/2020,10
Pietra de' Giorgi,18111,21/10/2020,10
Pieve Albignola,18112,21/10/2020,6
Pieve d'Olmi,19074,21/10/2020,27
Pieve del Cairo,18113,21/10/2020,16
Pieve Emanuele,15173,21/10/2020,160
Pieve Fissiraga,98045,21/10/2020,16
Pieve Porto Morone,18114,21/10/2020,41
Pieve San Giacomo,19075,21/10/2020,23
Pinarolo Po,18115,21/10/2020,34
Pioltello,15175,21/10/2020,487
Pisogne,17143,21/10/2020,161
Piubega,20041,21/10/2020,24
Piuro,14050,21/10/2020,10
Pizzale,18116,21/10/2020,11
Pizzighettone,19076,21/10/2020,166
Plesio,13185,21/10/2020,5
Poggio Rusco,20042,21/10/2020,46
Poggiridenti,14051,21/10/2020,12
Pogliano Milanese,15176,21/10/2020,109
Pognana Lario,13186,21/10/2020,7
Pognano,16167,21/10/2020,27
Polaveno,17144,21/10/2020,24
Polpenazze del Garda,17145,21/10/2020,26
Pompiano,17146,21/10/2020,57
Pomponesco,20043,21/10/2020,27
Poncarale,17147,21/10/2020,71
Ponte di Legno,17148,21/10/2020,26
Ponte in Valtellina,14052,21/10/2020,19
Ponte Lambro,13188,21/10/2020,31
Ponte Nizza,18117,21/10/2020,15
Ponte Nossa,16168,21/10/2020,33
Ponte San Pietro,16170,21/10/2020,175
Ponteranica,16169,21/10/2020,107
Pontevico,17149,21/10/2020,167
Ponti sul Mincio,20044,21/10/2020,13
Pontida,16171,21/10/2020,35
Pontirolo Nuovo,16172,21/10/2020,57
Pontoglio,17150,21/10/2020,120
Porlezza,13189,21/10/2020,98
Portalbera,18118,21/10/2020,24
Porto Ceresio,12113,21/10/2020,17
Porto Mantovano,20045,21/10/2020,89
Porto Valtravaglia,12114,21/10/2020,13
Pozzaglio ed Uniti,19077,21/10/2020,24
Pozzo d'Adda,15177,21/10/2020,75
Pozzolengo,17151,21/10/2020,37
Pozzuolo Martesana,15178,21/10/2020,84
Pradalunga,16173,21/10/2020,105
Pralboino,17152,21/10/2020,68
Prata Camportaccio,14054,21/10/2020,22
Predore,16174,21/10/2020,30
Pregnana Milanese,15179,21/10/2020,81
Premana,97069,21/10/2020,31
Premolo,16175,21/10/2020,19
Preseglie,17153,21/10/2020,15
Presezzo,16176,21/10/2020,72
Prevalle,17155,21/10/2020,52
Primaluna,97070,21/10/2020,8
Proserpio,13192,21/10/2020,11
Provaglio d'Iseo,17156,21/10/2020,112
Provaglio Val Sabbia,17157,21/10/2020,12
Puegnago del Garda,17158,21/10/2020,29
Pumenengo,16177,21/10/2020,18
Pusiano,13193,21/10/2020,8
Quingentole,20046,21/10/2020,4
Quintano,19078,21/10/2020,22
Quinzano d'Oglio,17159,21/10/2020,86
Quistello,20047,21/10/2020,24
Rancio Valcuvia,12115,21/10/2020,4
Ranco,12116,21/10/2020,6
Ranica,16178,21/10/2020,81
Ranzanico,16179,21/10/2020,22
Rea,18119,21/10/2020,12
Redavalle,18120,21/10/2020,9
Redondesco,20048,21/10/2020,11
Remedello,17160,21/10/2020,41
Renate,108037,21/10/2020,51
Rescaldina,15181,21/10/2020,91
Retorbido,18121,21/10/2020,21
Rezzato,17161,21/10/2020,223
Rho,15182,21/10/2020,736
Ricengo,19079,21/10/2020,12
Ripalta Arpina,19080,21/10/2020,17
Ripalta Cremasca,19081,21/10/2020,61
Riva di Solto,16180,21/10/2020,14
Rivanazzano Terme,18122,21/10/2020,114
Rivarolo del Re ed Uniti,19083,21/10/2020,26
Rivarolo Mantovano,20050,21/10/2020,53
Rivolta d'Adda,19084,21/10/2020,144
Robbiate,97071,21/10/2020,67
Robbio,18123,21/10/2020,81
Robecchetto con Induno,15183,21/10/2020,38
Robecco d'Oglio,19085,21/10/2020,91
Robecco Pavese,18124,21/10/2020,7
Robecco sul Naviglio,15184,21/10/2020,55
Roccafranca,17162,21/10/2020,60
Rodano,15185,21/10/2020,40
Rodengo Saiano,17163,21/10/2020,120
Rodero,13197,21/10/2020,4
Rodigo,20051,21/10/2020,128
Rodigo,20051,21/10/2020,7
Rogeno,97072,21/10/2020,55
Rogeno,97072,21/10/2020,23
Rognano,18127,21/10/2020,4
Rogno,16182,21/10/2020,64
Romagnese,18128,21/10/2020,14
Romanengo,19086,21/10/2020,55
Romano di Lombardia,16183,21/10/2020,270
Ronago,13199,21/10/2020,8
Roncadelle,17165,21/10/2020,137
Roncaro,18129,21/10/2020,18
Roncello,108055,21/10/2020,40
Ronco Briantino,108038,21/10/2020,29
Roncoferraro,20052,21/10/2020,23
Roncola,16185,21/10/2020,8
Rosasco,18130,21/10/2020,4
Rosate,15188,21/10/2020,44
Rota d'Imagna,16186,21/10/2020,11
Rovato,17166,21/10/2020,246
Rovellasca,13201,21/10/2020,49
Rovello Porro,13202,21/10/2020,59
Roverbella,20053,21/10/2020,44
Rovetta,16187,21/10/2020,86
Rozzano,15189,21/10/2020,467
Rudiano,17167,21/10/2020,52
Sabbio Chiese,17168,21/10/2020,81
Sabbioneta,20054,21/10/2020,74
Sala Comacina,13203,21/10/2020,41
Sale Marasino,17169,21/10/2020,48
Salerano sul Lambro,98046,21/10/2020,34
Salò,17170,21/10/2020,138
Saltrio,12117,21/10/2020,11
Salvirola,19087,21/10/2020,15
Samarate,12118,21/10/2020,128
Samolaco,14057,21/10/2020,15
San Bartolomeo Val Cavargna,13204,21/10/2020,4
San Bassano,19088,21/10/2020,111
San Benedetto Po,20055,21/10/2020,93
San Colombano al Lambro,15191,21/10/2020,203
San Damiano al Colle,18134,21/10/2020,8
San Daniele Po,19089,21/10/2020,25
San Donato Milanese,15192,21/10/2020,334
San Felice del Benaco,17171,21/10/2020,31
San Fermo della Battaglia,13206,21/10/2020,58
San Fiorano,98047,21/10/2020,42
San Genesio ed Uniti,18135,21/10/2020,29
San Gervasio Bresciano,17172,21/10/2020,30
San Giacomo delle Segnate,20056,21/10/2020,13
San Giorgio Bigarello,20057,21/10/2020,58
San Giorgio di Lomellina,18136,21/10/2020,10
San Giorgio su Legnano,15194,21/10/2020,60
San Giovanni Bianco,16188,21/10/2020,96
San Giovanni del Dosso,20058,21/10/2020,12
San Giovanni in Croce,19090,21/10/2020,51
San Giuliano Milanese,15195,21/10/2020,534
San Martino dall'Argine,20059,21/10/2020,23
San Martino del Lago,19091,21/10/2020,6
San Martino in Strada,98048,21/10/2020,69
San Martino Siccomario,18137,21/10/2020,66
San Nazzaro Val Cavargna,13207,21/10/2020,6
San Paolo,17138,21/10/2020,81
San Paolo d'Argon,16189,21/10/2020,69
San Pellegrino Terme,16190,21/10/2020,89
San Rocco al Porto,98049,21/10/2020,61
San Siro,13248,21/10/2020,15
San Vittore Olona,15201,21/10/2020,114
San Zeno Naviglio,17173,21/10/2020,55
San Zenone al Lambro,15202,21/10/2020,56
Sangiano,12141,21/10/2020,7
Sannazzaro de' Burgondi,18138,21/10/2020,68
Sant'Alessio con Vialone,18141,21/10/2020,10
Sant'Angelo Lodigiano,98050,21/10/2020,212
Sant'Omobono Terme,16252,21/10/2020,37
Santa Brigida,16191,21/10/2020,12
Santa Cristina e Bissone,18139,21/10/2020,37
Santa Giuletta,18140,21/10/2020,23
Santa Margherita di Staffora,18142,21/10/2020,4
Santa Maria della Versa,18143,21/10/2020,18
Santa Maria Hoè,97074,21/10/2020,16
Santo Stefano Lodigiano,98051,21/10/2020,35
Santo Stefano Ticino,15200,21/10/2020,46
Sarezzo,17174,21/10/2020,143
Sarnico,16193,21/10/2020,81
Saronno,12119,21/10/2020,409
Sartirana Lomellina,18146,21/10/2020,16
Saviore dell'Adamello,17175,21/10/2020,11
Scandolara Ravara,19092,21/10/2020,39
Scandolara Ripa d'Oglio,19093,21/10/2020,10
Scanzorosciate,16194,21/10/2020,169
Schignano,13211,21/10/2020,4
Schilpario,16195,21/10/2020,24
Schivenoglia,20060,21/10/2020,69
Secugnago,98052,21/10/2020,34
Sedriano,15204,21/10/2020,118
Sedrina,16196,21/10/2020,43
Segrate,15205,21/10/2020,467
Sellero,17176,21/10/2020,21
Selvino,16197,21/10/2020,32
Senago,15206,21/10/2020,220
Seniga,17177,21/10/2020,27
Senna Comasco,13212,21/10/2020,18
Senna Lodigiana,98053,21/10/2020,25
Seregno,108039,21/10/2020,481
Sergnano,19094,21/10/2020,72
Seriate,16198,21/10/2020,357
Serina,16199,21/10/2020,33
Serle,17178,21/10/2020,40
Sermide e Felonica,20061,21/10/2020,106
Serravalle a Po,20062,21/10/2020,49
Sesto Calende,12120,21/10/2020,80
Sesto ed Uniti,19095,21/10/2020,58
Sesto San Giovanni,15209,21/10/2020,1067
Settala,15210,21/10/2020,59
Settimo Milanese,15211,21/10/2020,248
Seveso,108040,21/10/2020,232
Silvano Pietra,18149,21/10/2020,4
Sirmione,17179,21/10/2020,77
Sirone,97075,21/10/2020,17
Sirtori,97076,21/10/2020,16
Siziano,18150,21/10/2020,53
Soiano del Lago,17180,21/10/2020,14
Solaro,15213,21/10/2020,132
Solarolo Rainerio,19096,21/10/2020,26
Solbiate Arno,12121,21/10/2020,15
Solbiate con Cagno,13255,21/10/2020,52
Solbiate Olona,12122,21/10/2020,41
Solferino,20063,21/10/2020,75
Solto Collina,16200,21/10/2020,25
Solza,16251,21/10/2020,20
Somaglia,98054,21/10/2020,57
Somma Lombardo,12123,21/10/2020,194
Sommo,18151,21/10/2020,9
Soncino,19097,21/10/2020,93
Sondalo,14060,21/10/2020,39
Sondrio,14061,21/10/2020,267
Songavazzo,16201,21/10/2020,21
Sonico,17181,21/10/2020,22
Sordio,98055,21/10/2020,70
Soresina,19098,21/10/2020,275
Sorico,13216,21/10/2020,9
Sorisole,16202,21/10/2020,108
Sospiro,19099,21/10/2020,151
Sotto il Monte Giovanni XXIII,16203,21/10/2020,57
Sovere,16204,21/10/2020,102
Sovico,108041,21/10/2020,58
Spessa,18152,21/10/2020,8
Spinadesco,19100,21/10/2020,34
Spineda,19101,21/10/2020,13
Spino d'Adda,19102,21/10/2020,60
Spinone al Lago,16205,21/10/2020,12
Spirano,16206,21/10/2020,78
Stagno Lombardo,19103,21/10/2020,31
Stezzano,16207,21/10/2020,194
Stradella,18153,21/10/2020,186
Strozza,16208,21/10/2020,13
Suardi,18154,21/10/2020,4
Suello,97078,21/10/2020,46
Suisio,16209,21/10/2020,46
Sulbiate,108042,21/10/2020,28
Sulzano,17182,21/10/2020,20
Sumirago,12124,21/10/2020,39
Sustinente,20064,21/10/2020,7
Suzzara,20065,21/10/2020,221
Taino,12125,21/10/2020,26
Talamona,14063,21/10/2020,57
Taleggio,16210,21/10/2020,10
Tavazzano con Villavesco,98056,21/10/2020,85
Tavernerio,13222,21/10/2020,86
Tavernola Bergamasca,16211,21/10/2020,34
Tavernole sul Mella,17183,21/10/2020,9
Teglio,14065,21/10/2020,75
Telgate,16212,21/10/2020,65
Temù,17184,21/10/2020,34
Ternate,12126,21/10/2020,29
Terno d'Isola,16213,21/10/2020,83
Terranova dei Passerini,98057,21/10/2020,16
Ticengo,19104,21/10/2020,7
Tignale,17185,21/10/2020,5
Tirano,14066,21/10/2020,131
Torbole Casaglia,17186,21/10/2020,87
Tornata,19106,21/10/2020,4
Torno,13223,21/10/2020,11
Torrazza Coste,18155,21/10/2020,16
Torre Beretti e Castellaro,18156,21/10/2020,5
Torre Boldone,16214,21/10/2020,150
Torre d'Arese,18157,21/10/2020,8
Torre d'Isola,18159,21/10/2020,20
Torre de' Busi,16215,21/10/2020,15
Torre de' Negri,18158,21/10/2020,5
Torre de' Picenardi,19107,21/10/2020,20
Torre de' Roveri,16216,21/10/2020,23
Torre Pallavicina,16217,21/10/2020,13
Torrevecchia Pia,18160,21/10/2020,38
Torricella del Pizzo,19108,21/10/2020,10
Torricella Verzate,18161,21/10/2020,9
Toscolano-Maderno,17187,21/10/2020,88
Tovo di Sant'Agata,14068,21/10/2020,4
Tradate,12127,21/10/2020,194
Traona,14069,21/10/2020,17
Travacò Siccomario,18162,21/10/2020,37
Travagliato,17188,21/10/2020,182
Travedona-Monate,12128,21/10/2020,21
Tremezzina,13252,21/10/2020,60
Tremosine sul Garda,17189,21/10/2020,4
Trenzano,17190,21/10/2020,68
Trescore Balneario,16218,21/10/2020,117
Trescore Cremasco,19109,21/10/2020,37
Tresivio,14070,21/10/2020,16
Treviglio,16219,21/10/2020,436
Treviolo,16220,21/10/2020,178
Treviso Bresciano,17191,21/10/2020,9
Trezzano Rosa,15219,21/10/2020,38
Trezzano sul Naviglio,15220,21/10/2020,216
Trezzo sull'Adda,15221,21/10/2020,210
Tribiano,15222,21/10/2020,36
Trigolo,19110,21/10/2020,85
Triuggio,108043,21/10/2020,68
Trivolzio,18163,21/10/2020,17
Tromello,18164,21/10/2020,25
Trovo,18165,21/10/2020,8
Truccazzano,15224,21/10/2020,65
Turano Lodigiano,98058,21/10/2020,29
Turate,13227,21/10/2020,86
Turbigo,15226,21/10/2020,92
Ubiale Clanezzo,16221,21/10/2020,12
Uboldo,12130,21/10/2020,69
Uggiate-Trevano,13228,21/10/2020,18
Urago d'Oglio,17192,21/10/2020,60
Urgnano,16222,21/10/2020,133
Usmate Velate,108044,21/10/2020,103
Vaiano Cremasco,19111,21/10/2020,61
Vailate,19112,21/10/2020,66
Val Brembilla,16253,21/10/2020,104
Val di Nizza,18166,21/10/2020,4
Val Masino,14074,21/10/2020,5
Valbondione,16223,21/10/2020,29
Valbrembo,16224,21/10/2020,70
Valbrona,13229,21/10/2020,24
Valdidentro,14071,21/10/2020,42
Valdisotto,14072,21/10/2020,43
Valera Fratta,98059,21/10/2020,27
Valfurva,14073,21/10/2020,51
Valganna,12131,21/10/2020,5
Valgoglio,16225,21/10/2020,6
Valgreghentino,97082,21/10/2020,18
Valle Lomellina,18168,21/10/2020,37
Valle Salimbene,18169,21/10/2020,22
Vallio Terme,17193,21/10/2020,17
Valmadrera,97083,21/10/2020,113
Valmorea,13232,21/10/2020,30
Valnegra,16227,21/10/2020,6
Valsolda,13234,21/10/2020,10
Valvarrone,97093,21/10/2020,5
Vanzaghello,15249,21/10/2020,46
Vanzago,15229,21/10/2020,141
Vaprio d'Adda,15230,21/10/2020,87
Varano Borghi,12132,21/10/2020,27
Varedo,108045,21/10/2020,128
Varese,12133,21/10/2020,645
Varzi,18171,21/10/2020,58
Vedano al Lambro,108046,21/10/2020,107
Vedano Olona,12134,21/10/2020,44
Veduggio con Colzano,108047,21/10/2020,45
Vellezzo Bellini,18173,21/10/2020,52
Venegono Inferiore,12136,21/10/2020,41
Venegono Superiore,12137,21/10/2020,35
Veniano,13238,21/10/2020,13
Verano Brianza,108048,21/10/2020,88
Vercana,13239,21/10/2020,4
Verceia,14075,21/10/2020,13
Vercurago,97086,21/10/2020,31
Verdellino,16232,21/10/2020,103
Verdello,16233,21/10/2020,113
Verderio,97091,21/10/2020,69
Vergiate,12138,21/10/2020,107
Vermezzo con Zelo,15251,21/10/2020,51
Vernate,15236,21/10/2020,27
Verolanuova,17195,21/10/2020,183
Verolavecchia,17196,21/10/2020,59
Verretto,18174,21/10/2020,4
Verrua Po,18175,21/10/2020,14
Vertemate con Minoprio,13242,21/10/2020,22
Vertova,16234,21/10/2020,106
Vescovato,19113,21/10/2020,118
Vestone,17197,21/10/2020,140
Vezza d'Oglio,17198,21/10/2020,29
Viadana,20066,21/10/2020,417
Viadanica,16235,21/10/2020,10
Vidigulfo,18176,21/10/2020,123
Vigano San Martino,16236,21/10/2020,13
Viganò,97090,21/10/2020,26
Vigevano,18177,21/10/2020,755
Viggiù,12139,21/10/2020,94
Vignate,15237,21/10/2020,80
Vigolo,16237,21/10/2020,14
Villa Carcina,17199,21/10/2020,173
Villa Cortese,15248,21/10/2020,98
Villa d'Adda,16238,21/10/2020,74
Villa d'Almè,16239,21/10/2020,107
Villa d'Ogna,16241,21/10/2020,41
Villa di Chiavenna,14077,21/10/2020,6
Villa di Serio,16240,21/10/2020,135
Villa di Tirano,14078,21/10/2020,18
Villa Guardia,13245,21/10/2020,58
Villachiara,17200,21/10/2020,19
Villanova d'Ardenghi,18179,21/10/2020,12
Villanova del Sillaro,98060,21/10/2020,19
Villanterio,18180,21/10/2020,41
Villanuova sul Clisi,17201,21/10/2020,94
Villasanta,108049,21/10/2020,168
Villimpenta,20068,21/10/2020,9
Villongo,16242,21/10/2020,77
Vilminore di Scalve,16243,21/10/2020,22
Vimercate,108050,21/10/2020,319
Vimodrone,15242,21/10/2020,298
Vione,17202,21/10/2020,17
Visano,17203,21/10/2020,26
Vistarino,18181,21/10/2020,18
Vittuone,15243,21/10/2020,193
Vizzola Ticino,12140,21/10/2020,4
Vizzolo Predabissi,15244,21/10/2020,82
Vobarno,17204,21/10/2020,161
Voghera,18182,21/10/2020,607
Volongo,19114,21/10/2020,7
Volta Mantovana,20070,21/10/2020,182
Zandobbio,16244,21/10/2020,35
Zanica,16245,21/10/2020,113
Zavattarello,18184,21/10/2020,41
Zeccone,18185,21/10/2020,18
Zelo Buon Persico,98061,21/10/2020,86
Zeme,18186,21/10/2020,34
Zenevredo,18187,21/10/2020,4
Zerbolò,18189,21/10/2020,16
Zibido San Giacomo,15247,21/10/2020,33
Zinasco,18190,21/10/2020,23
Zogno,16246,21/10/2020,194
Zone,17205,21/10/2020,13
