comune,comune_code,date,cases
Magherno,18085,25/10/2020,31
Magnacavallo,20029,25/10/2020,13
Magnago,15131,25/10/2020,89
Magreglio,13139,25/10/2020,6
Mairago,98034,25/10/2020,10
Mairano,17099,25/10/2020,30
Malagnino,19056,25/10/2020,34
Malegno,17100,25/10/2020,40
Maleo,98035,25/10/2020,106
Malgesso,12095,25/10/2020,8
Malgrate,97045,25/10/2020,49
Malnate,12096,25/10/2020,248
Malonno,17101,25/10/2020,95
Mandello del Lario,97046,25/10/2020,78
Manerba del Garda,17102,25/10/2020,53
Manerbio,17103,25/10/2020,252
Mantello,14039,25/10/2020,8
Mantova,20030,25/10/2020,524
Mapello,16132,25/10/2020,84
Marcallo con Casone,15134,25/10/2020,82
Marcaria,20031,25/10/2020,115
Marcheno,17104,25/10/2020,66
Marchirolo,12097,25/10/2020,17
Marcignago,18086,25/10/2020,76
Mariana Mantovana,20032,25/10/2020,5
Mariano Comense,13143,25/10/2020,287
Marmentino,17105,25/10/2020,4
Marmirolo,20033,25/10/2020,56
Marnate,12098,25/10/2020,55
Marone,17106,25/10/2020,46
Martignana di Po,19057,25/10/2020,37
Martinengo,16133,25/10/2020,157
Marudo,98036,25/10/2020,12
Marzano,18087,25/10/2020,23
Masate,15136,25/10/2020,31
Masciago Primo,12100,25/10/2020,4
Maslianico,13144,25/10/2020,23
Massalengo,98037,25/10/2020,47
Mazzano,17107,25/10/2020,137
Meda,108030,25/10/2020,256
Mede,18088,25/10/2020,36
Mediglia,15139,25/10/2020,257
Medolago,16250,25/10/2020,26
Medole,20034,25/10/2020,43
Melegnano,15140,25/10/2020,433
Meleti,98038,25/10/2020,24
Mello,14041,25/10/2020,9
Melzo,15142,25/10/2020,299
Menaggio,13145,25/10/2020,35
Menconico,18089,25/10/2020,37
Merate,97048,25/10/2020,285
Mercallo,12101,25/10/2020,26
Merlino,98039,25/10/2020,16
Merone,13147,25/10/2020,53
Mese,14043,25/10/2020,9
Mesenzana,12102,25/10/2020,22
Mesero,15144,25/10/2020,82
Mezzago,108031,25/10/2020,47
Mezzana Bigli,18090,25/10/2020,12
Mezzana Rabattone,18091,25/10/2020,5
Mezzanino,18092,25/10/2020,22
Milano,15146,25/10/2020,23787
Milzano,17108,25/10/2020,22
Miradolo Terme,18093,25/10/2020,48
Misano di Gera d'Adda,16135,25/10/2020,46
Misinto,108032,25/10/2020,66
Missaglia,97049,25/10/2020,64
Moggio,97050,25/10/2020,7
Moglia,20035,25/10/2020,68
Molteno,97051,25/10/2020,25
Moltrasio,13152,25/10/2020,10
Monasterolo del Castello,16137,25/10/2020,12
Monguzzo,13153,25/10/2020,10
Moniga del Garda,17109,25/10/2020,28
Montagna in Valtellina,14044,25/10/2020,34
Montalto Pavese,18094,25/10/2020,7
Montanaso Lombardo,98040,25/10/2020,36
Montano Lucino,13154,25/10/2020,47
Monte Cremasco,19058,25/10/2020,21
Monte Isola,17111,25/10/2020,15
Monte Marenzo,97052,25/10/2020,10
Montebello della Battaglia,18095,25/10/2020,35
Montecalvo Versiggia,18096,25/10/2020,4
Montegrino Valtravaglia,12103,25/10/2020,13
Montello,16139,25/10/2020,40
Montescano,18097,25/10/2020,6
Montesegale,18098,25/10/2020,7
Montevecchia,97053,25/10/2020,30
Monticelli Brusati,17112,25/10/2020,81
Monticelli Pavese,18099,25/10/2020,8
Monticello Brianza,97054,25/10/2020,68
Montichiari,17113,25/10/2020,380
Montirone,17114,25/10/2020,96
Montodine,19059,25/10/2020,53
Montorfano,13157,25/10/2020,21
Montù Beccaria,18100,25/10/2020,14
Monvalle,12104,25/10/2020,8
Monza,108033,25/10/2020,2067
Monzambano,20036,25/10/2020,28
Morazzone,12105,25/10/2020,27
Morbegno,14045,25/10/2020,200
Morengo,16140,25/10/2020,37
Morimondo,15150,25/10/2020,57
Mornago,12106,25/10/2020,34
Mornico al Serio,16141,25/10/2020,34
Mornico Losana,18101,25/10/2020,5
Mortara,18102,25/10/2020,315
Moscazzano,19060,25/10/2020,6
Motta Baluffi,19061,25/10/2020,18
Motta Visconti,15151,25/10/2020,68
Motteggiana,20037,25/10/2020,23
Mozzanica,16142,25/10/2020,49
Mozzate,13159,25/10/2020,94
Mozzo,16143,25/10/2020,106
Muggiò,108034,25/10/2020,346
Mulazzano,98041,25/10/2020,78
Mura,17115,25/10/2020,10
Muscoline,17116,25/10/2020,32
Musso,13160,25/10/2020,16
Nave,17117,25/10/2020,175
Nembro,16144,25/10/2020,336
Nerviano,15154,25/10/2020,202
Nesso,13161,25/10/2020,6
Niardo,17118,25/10/2020,24
Nibionno,97056,25/10/2020,39
Nosate,15155,25/10/2020,5
Nova Milanese,108035,25/10/2020,320
Novate Mezzola,14046,25/10/2020,11
Novate Milanese,15157,25/10/2020,265
Novedrate,13163,25/10/2020,15
Noviglio,15158,25/10/2020,49
Nuvolento,17119,25/10/2020,41
Nuvolera,17120,25/10/2020,94
Odolo,17121,25/10/2020,48
Offanengo,19062,25/10/2020,119
Offlaga,17122,25/10/2020,42
Oggiona con Santo Stefano,12107,25/10/2020,53
Oggiono,97057,25/10/2020,120
Olevano di Lomellina,18104,25/10/2020,7
Olgiate Comasco,13165,25/10/2020,94
Olgiate Molgora,97058,25/10/2020,134
Olgiate Olona,12108,25/10/2020,125
Olginate,97059,25/10/2020,79
Oliveto Lario,97060,25/10/2020,12
Olmeneta,19063,25/10/2020,20
Olmo al Brembo,16145,25/10/2020,12
Oltre il Colle,16146,25/10/2020,19
Oltrona di San Mamette,13169,25/10/2020,27
Ome,17123,25/10/2020,44
Oneta,16148,25/10/2020,12
Ono San Pietro,17124,25/10/2020,22
Onore,16149,25/10/2020,17
Opera,15159,25/10/2020,162
Origgio,12109,25/10/2020,110
Orino,12110,25/10/2020,12
Orio al Serio,16150,25/10/2020,28
Orio Litta,98042,25/10/2020,25
Ornago,108036,25/10/2020,41
Orsenigo,13170,25/10/2020,22
Orzinuovi,17125,25/10/2020,264
Orzivecchi,17126,25/10/2020,31
Osio Sopra,16152,25/10/2020,72
Osio Sotto,16153,25/10/2020,172
Osnago,97061,25/10/2020,50
Ospedaletto Lodigiano,98043,25/10/2020,27
Ospitaletto,17127,25/10/2020,222
Ossago Lodigiano,98044,25/10/2020,19
Ossimo,17128,25/10/2020,24
Ossona,15164,25/10/2020,57
Ostiano,19064,25/10/2020,73
Ostiglia,20038,25/10/2020,45
Ottobiano,18106,25/10/2020,22
Ozzero,15165,25/10/2020,18
Padenghe sul Garda,17129,25/10/2020,85
Paderno d'Adda,97062,25/10/2020,50
Paderno Dugnano,15166,25/10/2020,779
Paderno Franciacorta,17130,25/10/2020,45
Paderno Ponchielli,19065,25/10/2020,33
Pagazzano,16154,25/10/2020,22
Paitone,17132,25/10/2020,25
Paladina,16155,25/10/2020,88
Palazzago,16156,25/10/2020,35
Palazzo Pignano,19066,25/10/2020,39
Palazzolo sull'Oglio,17133,25/10/2020,289
Palestro,18107,25/10/2020,8
Palosco,16157,25/10/2020,83
Pandino,19067,25/10/2020,148
Pantigliate,15167,25/10/2020,79
Parabiago,15168,25/10/2020,386
Paratico,17134,25/10/2020,75
Parona,18109,25/10/2020,23
Parre,16158,25/10/2020,54
Paspardo,17135,25/10/2020,12
Passirano,17136,25/10/2020,100
Pasturo,97065,25/10/2020,14
Paullo,15169,25/10/2020,194
Pavia,18110,25/10/2020,1136
Pavone del Mella,17137,25/10/2020,50
Pedrengo,16160,25/10/2020,71
Pegognaga,20039,25/10/2020,81
Peia,16161,25/10/2020,27
Perledo,97067,25/10/2020,50
Pero,15170,25/10/2020,177
Persico Dosimo,19068,25/10/2020,82
Pertica Bassa,17140,25/10/2020,14
Pescarolo ed Uniti,19069,25/10/2020,24
Pescate,97068,25/10/2020,21
Peschiera Borromeo,15171,25/10/2020,268
Pessano con Bornago,15172,25/10/2020,172
Pessina Cremonese,19070,25/10/2020,6
Pezzaze,17141,25/10/2020,32
Piadena Drizzona,19116,25/10/2020,62
Pian Camuno,17142,25/10/2020,72
Piancogno,17206,25/10/2020,117
Pianello del Lario,13183,25/10/2020,12
Pianengo,19072,25/10/2020,43
Pianico,16162,25/10/2020,23
Piantedo,14048,25/10/2020,10
Piario,16163,25/10/2020,33
Piateda,14049,25/10/2020,16
Piazza Brembana,16164,25/10/2020,48
Piazzatorre,16165,25/10/2020,8
Pieranica,19073,25/10/2020,11
Pietra de' Giorgi,18111,25/10/2020,11
Pieve Albignola,18112,25/10/2020,6
Pieve d'Olmi,19074,25/10/2020,29
Pieve del Cairo,18113,25/10/2020,19
Pieve Emanuele,15173,25/10/2020,194
Pieve Fissiraga,98045,25/10/2020,20
Pieve Porto Morone,18114,25/10/2020,42
Pieve San Giacomo,19075,25/10/2020,23
Pinarolo Po,18115,25/10/2020,34
Pioltello,15175,25/10/2020,566
Pisogne,17143,25/10/2020,166
Piubega,20041,25/10/2020,24
Piuro,14050,25/10/2020,11
Pizzale,18116,25/10/2020,12
Pizzighettone,19076,25/10/2020,177
Plesio,13185,25/10/2020,6
Poggio Rusco,20042,25/10/2020,48
Poggiridenti,14051,25/10/2020,13
Pogliano Milanese,15176,25/10/2020,122
Pognana Lario,13186,25/10/2020,8
Pognano,16167,25/10/2020,29
Polaveno,17144,25/10/2020,25
Polpenazze del Garda,17145,25/10/2020,29
Pompiano,17146,25/10/2020,58
Pomponesco,20043,25/10/2020,27
Poncarale,17147,25/10/2020,72
Ponte di Legno,17148,25/10/2020,27
Ponte in Valtellina,14052,25/10/2020,59
Ponte Lambro,13188,25/10/2020,41
Ponte Nizza,18117,25/10/2020,15
Ponte Nossa,16168,25/10/2020,33
Ponte San Pietro,16170,25/10/2020,179
Ponteranica,16169,25/10/2020,111
Pontevico,17149,25/10/2020,176
Ponti sul Mincio,20044,25/10/2020,16
Pontida,16171,25/10/2020,36
Pontirolo Nuovo,16172,25/10/2020,61
Pontoglio,17150,25/10/2020,121
Porlezza,13189,25/10/2020,100
Portalbera,18118,25/10/2020,24
Porto Ceresio,12113,25/10/2020,24
Porto Mantovano,20045,25/10/2020,106
Porto Valtravaglia,12114,25/10/2020,17
Postalesio,14053,25/10/2020,5
Pozzaglio ed Uniti,19077,25/10/2020,29
Pozzo d'Adda,15177,25/10/2020,89
Pozzolengo,17151,25/10/2020,39
Pozzuolo Martesana,15178,25/10/2020,100
Pradalunga,16173,25/10/2020,107
Pralboino,17152,25/10/2020,68
Prata Camportaccio,14054,25/10/2020,25
Predore,16174,25/10/2020,33
Pregnana Milanese,15179,25/10/2020,109
Premana,97069,25/10/2020,34
Premolo,16175,25/10/2020,19
Preseglie,17153,25/10/2020,15
Presezzo,16176,25/10/2020,74
Prevalle,17155,25/10/2020,63
Primaluna,97070,25/10/2020,10
Proserpio,13192,25/10/2020,12
Provaglio d'Iseo,17156,25/10/2020,113
Provaglio Val Sabbia,17157,25/10/2020,15
Puegnago del Garda,17158,25/10/2020,36
Pumenengo,16177,25/10/2020,18
Pusiano,13193,25/10/2020,9
Quingentole,20046,25/10/2020,5
Quintano,19078,25/10/2020,22
Quinzano d'Oglio,17159,25/10/2020,87
Quistello,20047,25/10/2020,27
Rancio Valcuvia,12115,25/10/2020,6
Ranco,12116,25/10/2020,10
Ranica,16178,25/10/2020,85
Ranzanico,16179,25/10/2020,22
Rea,18119,25/10/2020,12
Redavalle,18120,25/10/2020,11
Redondesco,20048,25/10/2020,11
Remedello,17160,25/10/2020,43
Renate,108037,25/10/2020,63
Rescaldina,15181,25/10/2020,128
Retorbido,18121,25/10/2020,21
Rezzato,17161,25/10/2020,239
Rho,15182,25/10/2020,897
Ricengo,19079,25/10/2020,13
Ripalta Arpina,19080,25/10/2020,19
Ripalta Cremasca,19081,25/10/2020,64
Riva di Solto,16180,25/10/2020,17
Rivanazzano Terme,18122,25/10/2020,127
Rivarolo del Re ed Uniti,19083,25/10/2020,26
Rivarolo Mantovano,20050,25/10/2020,54
Rivolta d'Adda,19084,25/10/2020,158
Robbiate,97071,25/10/2020,73
Robbio,18123,25/10/2020,94
Robecchetto con Induno,15183,25/10/2020,50
Robecco d'Oglio,19085,25/10/2020,96
Robecco Pavese,18124,25/10/2020,8
Robecco sul Naviglio,15184,25/10/2020,71
Roccafranca,17162,25/10/2020,64
Rodano,15185,25/10/2020,49
Rodengo Saiano,17163,25/10/2020,120
Rodero,13197,25/10/2020,4
Rodigo,20051,25/10/2020,128
Roè Volciano,17164,25/10/2020,59
Rogeno,97072,25/10/2020,24
Rognano,18127,25/10/2020,11
Rogno,16182,25/10/2020,66
Romagnese,18128,25/10/2020,14
Romanengo,19086,25/10/2020,58
Romano di Lombardia,16183,25/10/2020,284
Ronago,13199,25/10/2020,8
Roncadelle,17165,25/10/2020,145
Roncaro,18129,25/10/2020,22
Roncello,108055,25/10/2020,47
Ronco Briantino,108038,25/10/2020,36
Roncoferraro,20052,25/10/2020,26
Roncola,16185,25/10/2020,8
Rosasco,18130,25/10/2020,4
Rosate,15188,25/10/2020,63
Rota d'Imagna,16186,25/10/2020,11
Rovato,17166,25/10/2020,251
Rovellasca,13201,25/10/2020,68
Rovello Porro,13202,25/10/2020,74
Roverbella,20053,25/10/2020,50
Rovetta,16187,25/10/2020,90
Rozzano,15189,25/10/2020,567
Rudiano,17167,25/10/2020,56
Sabbio Chiese,17168,25/10/2020,88
Sabbioneta,20054,25/10/2020,78
Sala Comacina,13203,25/10/2020,41
Sale Marasino,17169,25/10/2020,52
Salerano sul Lambro,98046,25/10/2020,49
Salò,17170,25/10/2020,154
Saltrio,12117,25/10/2020,16
Salvirola,19087,25/10/2020,15
Samarate,12118,25/10/2020,167
Samolaco,14057,25/10/2020,17
San Bartolomeo Val Cavargna,13204,25/10/2020,6
San Bassano,19088,25/10/2020,112
San Benedetto Po,20055,25/10/2020,96
San Colombano al Lambro,15191,25/10/2020,210
San Damiano al Colle,18134,25/10/2020,8
San Daniele Po,19089,25/10/2020,27
San Donato Milanese,15192,25/10/2020,415
San Felice del Benaco,17171,25/10/2020,34
San Fermo della Battaglia,13206,25/10/2020,69
San Fiorano,98047,25/10/2020,45
San Genesio ed Uniti,18135,25/10/2020,32
San Gervasio Bresciano,17172,25/10/2020,32
San Giacomo delle Segnate,20056,25/10/2020,14
San Giorgio Bigarello,20057,25/10/2020,66
San Giorgio di Lomellina,18136,25/10/2020,10
San Giorgio su Legnano,15194,25/10/2020,69
San Giovanni Bianco,16188,25/10/2020,98
San Giovanni del Dosso,20058,25/10/2020,12
San Giovanni in Croce,19090,25/10/2020,55
San Giuliano Milanese,15195,25/10/2020,668
San Martino dall'Argine,20059,25/10/2020,24
San Martino del Lago,19091,25/10/2020,6
San Martino in Strada,98048,25/10/2020,73
San Martino Siccomario,18137,25/10/2020,76
San Nazzaro Val Cavargna,13207,25/10/2020,6
San Paolo,17138,25/10/2020,86
San Paolo d'Argon,16189,25/10/2020,69
San Pellegrino Terme,16190,25/10/2020,91
San Rocco al Porto,98049,25/10/2020,65
San Siro,13248,25/10/2020,17
San Vittore Olona,15201,25/10/2020,126
San Zeno Naviglio,17173,25/10/2020,59
San Zenone al Lambro,15202,25/10/2020,76
Sangiano,12141,25/10/2020,10
Sannazzaro de' Burgondi,18138,25/10/2020,91
Sant'Alessio con Vialone,18141,25/10/2020,11
Sant'Angelo Lodigiano,98050,25/10/2020,233
Sant'Omobono Terme,16252,25/10/2020,38
Santa Brigida,16191,25/10/2020,12
Santa Cristina e Bissone,18139,25/10/2020,41
Santa Giuletta,18140,25/10/2020,25
Santa Margherita di Staffora,18142,25/10/2020,4
Santa Maria della Versa,18143,25/10/2020,18
Santa Maria Hoè,97074,25/10/2020,19
Santo Stefano Lodigiano,98051,25/10/2020,37
Santo Stefano Ticino,15200,25/10/2020,52
Sarezzo,17174,25/10/2020,148
Sarnico,16193,25/10/2020,84
Saronno,12119,25/10/2020,528
Sartirana Lomellina,18146,25/10/2020,16
Saviore dell'Adamello,17175,25/10/2020,13
Scandolara Ravara,19092,25/10/2020,40
Scandolara Ripa d'Oglio,19093,25/10/2020,10
Scanzorosciate,16194,25/10/2020,171
Schignano,13211,25/10/2020,4
Schilpario,16195,25/10/2020,24
Schivenoglia,20060,25/10/2020,69
Secugnago,98052,25/10/2020,35
Sedriano,15204,25/10/2020,166
Sedrina,16196,25/10/2020,43
Segrate,15205,25/10/2020,550
Sellero,17176,25/10/2020,21
Selvino,16197,25/10/2020,32
Senago,15206,25/10/2020,303
Seniga,17177,25/10/2020,27
Senna Comasco,13212,25/10/2020,24
Senna Lodigiana,98053,25/10/2020,25
Seregno,108039,25/10/2020,609
Sergnano,19094,25/10/2020,74
Seriate,16198,25/10/2020,362
Serina,16199,25/10/2020,33
Serle,17178,25/10/2020,41
Sermide e Felonica,20061,25/10/2020,118
Serravalle a Po,20062,25/10/2020,49
Sesto Calende,12120,25/10/2020,106
Sesto ed Uniti,19095,25/10/2020,63
Sesto San Giovanni,15209,25/10/2020,1310
Settala,15210,25/10/2020,73
Settimo Milanese,15211,25/10/2020,344
Seveso,108040,25/10/2020,295
Silvano Pietra,18149,25/10/2020,6
Sirmione,17179,25/10/2020,83
Sirone,97075,25/10/2020,19
Sirtori,97076,25/10/2020,19
Siziano,18150,25/10/2020,76
Soiano del Lago,17180,25/10/2020,14
Solaro,15213,25/10/2020,173
Solarolo Rainerio,19096,25/10/2020,28
Solbiate Arno,12121,25/10/2020,21
Solbiate con Cagno,13255,25/10/2020,57
Solbiate Olona,12122,25/10/2020,46
Solferino,20063,25/10/2020,79
Solto Collina,16200,25/10/2020,26
Solza,16251,25/10/2020,22
Somaglia,98054,25/10/2020,60
Somma Lombardo,12123,25/10/2020,239
Sommo,18151,25/10/2020,12
Soncino,19097,25/10/2020,97
Sondalo,14060,25/10/2020,40
Sondrio,14061,25/10/2020,277
Songavazzo,16201,25/10/2020,21
Sonico,17181,25/10/2020,24
Sordio,98055,25/10/2020,77
Soresina,19098,25/10/2020,279
Sorico,13216,25/10/2020,10
Sorisole,16202,25/10/2020,110
Sospiro,19099,25/10/2020,153
Sotto il Monte Giovanni XXIII,16203,25/10/2020,58
Sovere,16204,25/10/2020,103
Sovico,108041,25/10/2020,82
Spessa,18152,25/10/2020,9
Spinadesco,19100,25/10/2020,39
Spineda,19101,25/10/2020,14
Spino d'Adda,19102,25/10/2020,71
Spinone al Lago,16205,25/10/2020,12
Spirano,16206,25/10/2020,80
Stagno Lombardo,19103,25/10/2020,31
Stezzano,16207,25/10/2020,203
Stradella,18153,25/10/2020,192
Strozza,16208,25/10/2020,13
Suardi,18154,25/10/2020,4
Suello,97078,25/10/2020,47
Suisio,16209,25/10/2020,50
Sulbiate,108042,25/10/2020,38
Sulzano,17182,25/10/2020,20
Sumirago,12124,25/10/2020,53
Sustinente,20064,25/10/2020,9
Suzzara,20065,25/10/2020,229
Taino,12125,25/10/2020,47
Talamona,14063,25/10/2020,58
Taleggio,16210,25/10/2020,10
Tavazzano con Villavesco,98056,25/10/2020,107
Tavernerio,13222,25/10/2020,92
Tavernola Bergamasca,16211,25/10/2020,34
Tavernole sul Mella,17183,25/10/2020,10
Teglio,14065,25/10/2020,78
Telgate,16212,25/10/2020,65
Temù,17184,25/10/2020,34
Ternate,12126,25/10/2020,35
Terno d'Isola,16213,25/10/2020,84
Terranova dei Passerini,98057,25/10/2020,18
Ticengo,19104,25/10/2020,7
Tignale,17185,25/10/2020,6
Tirano,14066,25/10/2020,136
Torbole Casaglia,17186,25/10/2020,92
Tornata,19106,25/10/2020,4
Torno,13223,25/10/2020,15
Torrazza Coste,18155,25/10/2020,18
Torre Beretti e Castellaro,18156,25/10/2020,5
Torre Boldone,16214,25/10/2020,152
Torre d'Arese,18157,25/10/2020,9
Torre d'Isola,18159,25/10/2020,29
Torre de' Busi,16215,25/10/2020,15
Torre de' Negri,18158,25/10/2020,5
Torre de' Picenardi,19107,25/10/2020,20
Torre de' Roveri,16216,25/10/2020,23
Torre Pallavicina,16217,25/10/2020,13
Torrevecchia Pia,18160,25/10/2020,46
Torricella del Pizzo,19108,25/10/2020,10
Torricella Verzate,18161,25/10/2020,9
Toscolano-Maderno,17187,25/10/2020,88
Tovo di Sant'Agata,14068,25/10/2020,4
Tradate,12127,25/10/2020,243
Traona,14069,25/10/2020,20
Travacò Siccomario,18162,25/10/2020,43
Travagliato,17188,25/10/2020,192
Travedona-Monate,12128,25/10/2020,30
Tremezzina,13252,25/10/2020,65
Tremosine sul Garda,17189,25/10/2020,4
Trenzano,17190,25/10/2020,72
Trescore Balneario,16218,25/10/2020,119
Trescore Cremasco,19109,25/10/2020,38
Tresivio,14070,25/10/2020,19
Treviglio,16219,25/10/2020,477
Treviolo,16220,25/10/2020,181
Treviso Bresciano,17191,25/10/2020,9
Trezzano Rosa,15219,25/10/2020,44
Trezzano sul Naviglio,15220,25/10/2020,310
Trezzo sull'Adda,15221,25/10/2020,216
Tribiano,15222,25/10/2020,44
Trigolo,19110,25/10/2020,88
Triuggio,108043,25/10/2020,87
Trivolzio,18163,25/10/2020,24
Tromello,18164,25/10/2020,28
Trovo,18165,25/10/2020,14
Truccazzano,15224,25/10/2020,79
Turano Lodigiano,98058,25/10/2020,32
Turate,13227,25/10/2020,108
Turbigo,15226,25/10/2020,98
Ubiale Clanezzo,16221,25/10/2020,12
Uboldo,12130,25/10/2020,112
Uggiate-Trevano,13228,25/10/2020,22
Urago d'Oglio,17192,25/10/2020,65
Urgnano,16222,25/10/2020,136
Usmate Velate,108044,25/10/2020,135
Vaiano Cremasco,19111,25/10/2020,66
Vailate,19112,25/10/2020,74
Val Brembilla,16253,25/10/2020,104
Val di Nizza,18166,25/10/2020,4
Val Masino,14074,25/10/2020,5
Valbondione,16223,25/10/2020,29
Valbrembo,16224,25/10/2020,70
Valbrona,13229,25/10/2020,26
Valdidentro,14071,25/10/2020,47
Valdisotto,14072,25/10/2020,52
Valera Fratta,98059,25/10/2020,32
Valfurva,14073,25/10/2020,54
Valganna,12131,25/10/2020,9
Valgoglio,16225,25/10/2020,6
Valgreghentino,97082,25/10/2020,20
Valle Lomellina,18168,25/10/2020,37
Valle Salimbene,18169,25/10/2020,25
Vallio Terme,17193,25/10/2020,17
Valmadrera,97083,25/10/2020,126
Valmorea,13232,25/10/2020,30
Valnegra,16227,25/10/2020,6
Valsolda,13234,25/10/2020,10
Valvarrone,97093,25/10/2020,5
Vanzaghello,15249,25/10/2020,67
Vanzago,15229,25/10/2020,162
Vaprio d'Adda,15230,25/10/2020,103
Varano Borghi,12132,25/10/2020,34
Varedo,108045,25/10/2020,156
Varenna,97084,25/10/2020,5
Varese,12133,25/10/2020,799
Varzi,18171,25/10/2020,62
Vedano al Lambro,108046,25/10/2020,122
Vedano Olona,12134,25/10/2020,60
Veduggio con Colzano,108047,25/10/2020,54
Vellezzo Bellini,18173,25/10/2020,66
Venegono Inferiore,12136,25/10/2020,57
Venegono Superiore,12137,25/10/2020,43
Veniano,13238,25/10/2020,18
Verano Brianza,108048,25/10/2020,108
Vercana,13239,25/10/2020,5
Verceia,14075,25/10/2020,14
Vercurago,97086,25/10/2020,34
Verdellino,16232,25/10/2020,106
Verdello,16233,25/10/2020,119
Verderio,97091,25/10/2020,73
Vergiate,12138,25/10/2020,144
Vermezzo con Zelo,15251,25/10/2020,72
Vernate,15236,25/10/2020,31
Verolanuova,17195,25/10/2020,188
Verolavecchia,17196,25/10/2020,60
Verretto,18174,25/10/2020,5
Verrua Po,18175,25/10/2020,16
Vertemate con Minoprio,13242,25/10/2020,35
Vertova,16234,25/10/2020,108
Vescovato,19113,25/10/2020,120
Vestone,17197,25/10/2020,148
Vezza d'Oglio,17198,25/10/2020,32
Viadana,20066,25/10/2020,442
Viadanica,16235,25/10/2020,10
Vidigulfo,18176,25/10/2020,138
Viganò,97090,25/10/2020,30
Vigano San Martino,16236,25/10/2020,13
Vigevano,18177,25/10/2020,874
Viggiù,12139,25/10/2020,108
Vignate,15237,25/10/2020,98
Vigolo,16237,25/10/2020,14
Villa Carcina,17199,25/10/2020,177
Villa Cortese,15248,25/10/2020,120
Villa d'Adda,16238,25/10/2020,75
Villa d'Ogna,16241,25/10/2020,41
Villa di Chiavenna,14077,25/10/2020,6
Villa di Serio,16240,25/10/2020,135
Villa di Tirano,14078,25/10/2020,23
Villa Guardia,13245,25/10/2020,69
Villachiara,17200,25/10/2020,20
Villanova d'Ardenghi,18179,25/10/2020,15
Villanova del Sillaro,98060,25/10/2020,20
Villanterio,18180,25/10/2020,47
Villanuova sul Clisi,17201,25/10/2020,98
Villasanta,108049,25/10/2020,195
Villimpenta,20068,25/10/2020,9
Villongo,16242,25/10/2020,78
Vilminore di Scalve,16243,25/10/2020,22
Vimercate,108050,25/10/2020,379
Vimodrone,15242,25/10/2020,331
Vione,17202,25/10/2020,17
Visano,17203,25/10/2020,27
Vistarino,18181,25/10/2020,20
Vittuone,15243,25/10/2020,225
Vizzola Ticino,12140,25/10/2020,4
Vizzolo Predabissi,15244,25/10/2020,97
Vobarno,17204,25/10/2020,169
Voghera,18182,25/10/2020,651
Volongo,19114,25/10/2020,7
Volta Mantovana,20070,25/10/2020,190
Zandobbio,16244,25/10/2020,36
Zanica,16245,25/10/2020,118
Zavattarello,18184,25/10/2020,46
Zeccone,18185,25/10/2020,19
Zelo Buon Persico,98061,25/10/2020,110
Zeme,18186,25/10/2020,38
Zenevredo,18187,25/10/2020,5
Zerbolò,18189,25/10/2020,17
Zibido San Giacomo,15247,25/10/2020,42
Zinasco,18190,25/10/2020,28
Zogno,16246,25/10/2020,195
Zone,17205,25/10/2020,13
